Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
1990-91,NBA,Milwaukee Bucks*,48,34,0.585,3rd of 7,2.33,96.1,-1.7,109.7,1.8,107.2,-0.7,Lost E. Conf. 1st Rnd.,D. Harris (48-34),J. Humphries (8.6),21
1989-90,NBA,Milwaukee Bucks*,44,38,0.537,3rd of 7,-1.06,98,-0.3,107.3,-0.8,108.1,0,Lost E. Conf. 1st Rnd.,D. Harris (44-38),J. Humphries (7.6),21
1988-89,NBA,Milwaukee Bucks*,49,33,0.598,4th of 6,4.11,98.6,-2,110.1,2.3,106.4,-1.4,Lost E. Conf. Semis,D. Harris (49-33),J. Sikma (8.1),21
1987-88,NBA,Milwaukee Bucks*,42,40,0.512,4th of 6,1.21,97.6,-2,108.2,0.2,107.6,-0.4,Lost E. Conf. 1st Rnd.,D. Harris (42-40),J. Sikma (9.4),21
1986-87,NBA,Milwaukee Bucks*,50,32,0.61,3rd of 6,4.04,100.3,-0.5,109.5,1.2,105.6,-2.7,Lost E. Conf. Semis,D. Nelson (50-32),R. Pierce (9.4),21
1985-86,NBA,Milwaukee Bucks*,57,25,0.695,1st of 6,8.69,102.1,0,111.4,4.2,102.7,-4.5,Lost E. Conf. Finals,D. Nelson (57-25),S. Moncrief (11.7),21
1984-85,NBA,Milwaukee Bucks*,59,23,0.72,1st of 6,6.69,99.7,-2.4,110.5,2.6,103.6,-4.3,Lost E. Conf. Semis,D. Nelson (59-23),S. Moncrief (11.2),21
1983-84,NBA,Milwaukee Bucks*,50,32,0.61,1st of 6,4.04,96.9,-4.5,107.8,0.2,103.6,-4,Lost E. Conf. Finals,D. Nelson (50-32),S. Moncrief (12.7),21
1982-83,NBA,Milwaukee Bucks*,51,31,0.622,1st of 6,4.32,100,-3.1,105.8,1.1,101.4,-3.3,Lost E. Conf. Finals,D. Nelson (51-31),S. Moncrief (13.2),21
1981-82,NBA,Milwaukee Bucks*,55,27,0.671,1st of 6,5.38,100,-0.9,107.7,0.8,102.3,-4.6,Lost E. Conf. Semis,D. Nelson (55-27),S. Moncrief (13.4),21
1980-81,NBA,Milwaukee Bucks*,60,22,0.732,1st of 6,7.14,103.6,1.8,108.7,3.2,101.8,-3.7,Lost E. Conf. Semis,D. Nelson (60-22),M. Johnson (11.2),21
1979-80,NBA,Milwaukee Bucks*,49,33,0.598,1st of 5,3.57,102.4,-0.7,106.8,1.5,102.9,-2.4,Lost W. Conf. Semis,D. Nelson (49-33),M. Johnson (11.5),21
1978-79,NBA,Milwaukee Bucks,38,44,0.463,3rd of 5,2.12,106.5,0.7,106,2.2,104,0.2,,D. Nelson (38-44),M. Johnson (12.2),21
1977-78,NBA,Milwaukee Bucks*,44,38,0.537,2nd of 6,-0.59,108.7,2,101.8,0.9,102.4,1.5,Lost W. Conf. Semis,D. Nelson (44-38),M. Johnson (10.6),21
1976-77,NBA,Milwaukee Bucks,30,52,0.366,6th of 6,-2.99,108.3,1.8,100,0.5,102.9,3.4,,L. Costello (3-15) D. Nelson (27-37),S. Nater (6.9),21
1975-76,NBA,Milwaukee Bucks*,38,44,0.463,1st of 4,-1.55,103.9,-1.6,97.3,-1,98.7,0.4,Lost W. Conf. 1st Rnd.,L. Costello (38-44),B. Dandridge (9.0),21
1974-75,NBA,Milwaukee Bucks,38,44,0.463,4th of 4,0.25,102.1,-2.4,98,0.3,97.8,0.1,,L. Costello (38-44),K. Abdul-Jabbar (12.9),21
1973-74,NBA,Milwaukee Bucks*,59,23,0.72,1st of 4,7.61,105.4,-2.4,101.2,3.5,93.6,-4.1,Lost Finals,L. Costello (59-23),K. Abdul-Jabbar (18.4),21
1972-73,NBA,Milwaukee Bucks*,60,22,0.732,1st of 4,7.84,108.3,-2.4,98.6,1.8,91.1,-5.7,Lost W. Conf. Semis,L. Costello (60-22),K. Abdul-Jabbar (21.9),21
1971-72,NBA,Milwaukee Bucks*,63,19,0.768,1st of 4,10.7,111.2,-0.8,102.6,4.7,92.6,-5.3,Lost W. Conf. Finals,L. Costello (63-19),K. Abdul-Jabbar (25.4),21
1970-71,NBA,Milwaukee Bucks*,66,16,0.805,1st of 4,11.92,113.4,-1.7,103.9,6.7,93.1,-4.1,Won Finals,L. Costello (66-16),K. Abdul-Jabbar (22.3),21
1969-70,NBA,Milwaukee Bucks*,56,26,0.683,2nd of 7,4.25,115.8,-1.3,102.1,3.1,98.1,-0.9,Lost E. Div. Finals,L. Costello (56-26),K. Abdul-Jabbar (13.8),21
1968-69,NBA,Milwaukee Bucks,27,55,0.329,7th of 7,-5.07,117.5,0.6,93.9,-1.6,98.2,2.7,,L. Costello (27-55),J. McGlocklin (7.9),21
