Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
2003-04,NBA,Los Angeles Lakers*,56,26,0.683,1st of 7,4.35,92.3,2.2,105.5,2.6,101.3,-1.6,Lost Finals,P. Jackson (56-26),K. Bryant (10.7),17
2002-03,NBA,Los Angeles Lakers*,50,32,0.61,2nd of 7,2.71,92.5,1.5,107.2,3.6,104.7,1.1,Lost W. Conf. Semis,P. Jackson (50-32),K. Bryant (14.9),17
2001-02,NBA,Los Angeles Lakers*,58,24,0.707,2nd of 7,7.15,92.1,1.4,109.4,4.9,101.7,-2.8,Won Finals,P. Jackson (58-24),S. O'Neal (13.2),17
2000-01,NBA,Los Angeles Lakers*,56,26,0.683,1st of 7,3.74,91.7,0.4,108.4,5.4,104.8,1.8,Won Finals,P. Jackson (56-26),S. O'Neal (14.9),17
1999-00,NBA,Los Angeles Lakers*,67,15,0.817,1st of 7,8.41,93.3,0.2,107.3,3.2,98.2,-5.9,Won Finals,P. Jackson (67-15),S. O'Neal (18.6),17
1998-99,NBA,Los Angeles Lakers*,31,19,0.62,2nd of 7,2.68,91.6,2.7,107.6,5.4,104.3,2.1,Lost W. Conf. Semis,D. Harris (6-6) B. Bertka (1-0) K. Rambis (24-13),S. O'Neal (9.0),17
1997-98,NBA,Los Angeles Lakers*,61,21,0.744,2nd of 7,6.88,93.6,3.3,111.9,6.9,103.7,-1.3,Lost W. Conf. Finals,D. Harris (61-21),S. O'Neal (10.2),17
1996-97,NBA,Los Angeles Lakers*,56,26,0.683,2nd of 7,3.66,91.1,1,108.3,1.6,103.7,-3,Lost W. Conf. Semis,D. Harris (56-26),E. Jones (9.6),17
1995-96,NBA,Los Angeles Lakers*,53,29,0.646,2nd of 7,4.21,92.4,0.6,111.4,3.8,106.6,-1,Lost W. Conf. 1st Rnd.,D. Harris (53-29),C. Ceballos (9.8),17
1994-95,NBA,Los Angeles Lakers*,48,34,0.585,3rd of 7,-0.01,95.2,2.3,109.1,0.8,109.4,1.1,Lost W. Conf. Semis,D. Harris (48-34),V. Divac (9.5),17
1993-94,NBA,Los Angeles Lakers,33,49,0.402,5th of 7,-3.93,95.5,0.4,104.8,-1.5,109.3,3,,R. Pfund (27-37) B. Bertka (1-1) M. Johnson (5-11),V. Divac (7.4),17
1992-93,NBA,Los Angeles Lakers*,39,43,0.476,5th of 7,-1.2,96.2,-0.6,107.6,-0.4,108.9,0.9,Lost W. Conf. 1st Rnd.,R. Pfund (39-43),A. Green (8.6),17
1991-92,NBA,Los Angeles Lakers*,43,39,0.524,6th of 7,-0.95,92.5,-4.1,107.7,-0.5,108.9,0.7,Lost W. Conf. 1st Rnd.,M. Dunleavy (43-39),A. Green (8.8),17
1990-91,NBA,Los Angeles Lakers*,58,24,0.707,2nd of 7,6.73,94.1,-3.7,112.1,4.2,105,-2.9,Lost Finals,M. Dunleavy (58-24),M. Johnson (15.4),17
1989-90,NBA,Los Angeles Lakers*,63,19,0.768,1st of 7,6.74,96.3,-2,114,5.9,107,-1.1,Lost W. Conf. Semis,P. Riley (63-19),M. Johnson (16.5),17
1988-89,NBA,Los Angeles Lakers*,57,25,0.695,1st of 7,6.38,100.1,-0.5,113.8,6,106.7,-1.1,Lost Finals,P. Riley (57-25),M. Johnson (16.1),17
1987-88,NBA,Los Angeles Lakers*,62,20,0.756,1st of 6,4.81,99.1,-0.5,113.1,5.1,107.3,-0.7,Won Finals,P. Riley (62-20),M. Johnson (10.9),17
1986-87,NBA,Los Angeles Lakers*,65,17,0.793,1st of 6,8.32,101.6,0.8,115.6,7.3,106.5,-1.8,Won Finals,P. Riley (65-17),M. Johnson (15.9),17
1985-86,NBA,Los Angeles Lakers*,62,20,0.756,1st of 6,6.84,102.7,0.6,113.3,6.1,105.8,-1.4,Lost W. Conf. Finals,P. Riley (62-20),M. Johnson (12.1),17
1984-85,NBA,Los Angeles Lakers*,62,20,0.756,1st of 6,6.48,103.2,1.1,114.1,6.2,107,-0.9,Won Finals,P. Riley (62-20),M. Johnson (12.7),17
1983-84,NBA,Los Angeles Lakers*,54,28,0.659,1st of 6,3.32,103.7,2.3,110.9,3.3,107.3,-0.3,Lost Finals,P. Riley (54-28),M. Johnson (10.2),17
1982-83,NBA,Los Angeles Lakers*,58,24,0.707,1st of 6,5.06,103.8,0.7,110.5,5.8,105.2,0.5,Lost Finals,P. Riley (58-24),M. Johnson (12.5),17
1981-82,NBA,Los Angeles Lakers*,57,25,0.695,1st of 6,4.37,103.1,2.2,110.2,3.3,105.5,-1.4,Won Finals,P. Westhead (7-4) P. Riley (50-21),M. Johnson (12.9),17
1980-81,NBA,Los Angeles Lakers*,54,28,0.659,2nd of 6,3.27,102.7,0.9,107.6,2.1,103.9,-1.6,Lost W. Conf. 1st Rnd.,P. Westhead (54-28),K. Abdul-Jabbar (14.3),17
1979-80,NBA,Los Angeles Lakers*,60,22,0.732,1st of 6,5.4,104.1,1,109.5,4.2,103.9,-1.4,Won Finals,J. McKinney (10-4) P. Westhead (50-18),K. Abdul-Jabbar (14.8),17
1978-79,NBA,Los Angeles Lakers*,47,35,0.573,3rd of 6,2.95,105.9,0.1,106.1,2.3,103.2,-0.6,Lost W. Conf. Semis,J. West (47-35),K. Abdul-Jabbar (14.4),17
1977-78,NBA,Los Angeles Lakers*,45,37,0.549,4th of 5,2.59,106.1,-0.6,103.3,2.4,100.8,-0.1,Lost W. Conf. 1st Rnd.,J. West (45-37),K. Abdul-Jabbar (12.1),17
1976-77,NBA,Los Angeles Lakers*,53,29,0.646,1st of 5,2.64,104.7,-1.8,101.4,1.9,98.9,-0.6,Lost W. Conf. Finals,J. West (53-29),K. Abdul-Jabbar (17.8),17
1975-76,NBA,Los Angeles Lakers,40,42,0.488,4th of 5,0.18,108,2.5,98.9,0.6,98.8,0.5,,B. Sharman (40-42),K. Abdul-Jabbar (17.0),17
1974-75,NBA,Los Angeles Lakers,30,52,0.366,5th of 5,-3.94,106.4,1.9,96.1,-1.6,99.9,2.2,,B. Sharman (30-52),H. Hairston (7.0),17
1973-74,NBA,Los Angeles Lakers*,47,35,0.573,1st of 5,0.85,111.7,3.9,97.4,-0.3,96.6,-1.1,Lost W. Conf. Semis,B. Sharman (47-35),H. Hairston (9.3),17
1972-73,NBA,Los Angeles Lakers*,60,22,0.732,1st of 5,8.16,112,1.3,99.4,2.6,91.8,-5,Lost Finals,B. Sharman (60-22),W. Chamberlain (18.2),17
1971-72,NBA,Los Angeles Lakers*,69,13,0.841,1st of 5,11.65,116.9,4.9,103.1,5.2,92.6,-5.3,Won Finals,B. Sharman (69-13),W. Chamberlain (15.8),17
1970-71,NBA,Los Angeles Lakers*,48,34,0.585,1st of 5,3.27,115.7,0.6,98.8,1.6,96.1,-1.1,Lost W. Conf. Finals,J. Mullaney (48-34),J. West (12.8),17
1969-70,NBA,Los Angeles Lakers*,46,36,0.561,2nd of 7,1.76,113.9,-3.2,99.1,0.1,97.4,-1.6,Lost Finals,J. Mullaney (46-36),J. West (15.2),17
1968-69,NBA,Los Angeles Lakers*,55,27,0.671,1st of 7,3.84,112.6,-4.3,98.5,3,94.9,-0.6,Lost Finals,B. van Breda Kolff (55-27),W. Chamberlain (14.7),17
1967-68,NBA,Los Angeles Lakers*,52,30,0.634,2nd of 6,4.99,118.1,-1.7,101.7,4.9,97,0.2,Lost Finals,B. van Breda Kolff (52-30),J. West (9.6),17
1966-67,NBA,Los Angeles Lakers*,36,45,0.444,3rd of 5,0.31,123,1.4,97.4,1.3,97.1,1,Lost W. Div. Semis,F. Schaus (36-45),J. West (11.7),17
1965-66,NBA,Los Angeles Lakers*,45,35,0.563,1st of 5,2.76,121.2,-0.2,98.3,3.4,95.7,0.8,Lost Finals,F. Schaus (45-35),J. West (17.1),17
1964-65,NBA,Los Angeles Lakers*,49,31,0.613,1st of 5,1.7,113.9,-3.4,97.4,3.8,95.8,2.2,Lost Finals,F. Schaus (49-31),J. West (16.7),17
1963-64,NBA,Los Angeles Lakers*,42,38,0.525,3rd of 5,0.87,111.6,-1.6,97.9,3.3,97,2.4,Lost W. Div. Semis,F. Schaus (42-38),J. West (14.0),17
1962-63,NBA,Los Angeles Lakers*,53,27,0.663,1st of 5,2.67,117.8,2.8,97.4,1.5,94.7,-1.2,Lost Finals,F. Schaus (53-27),E. Baylor (14.4),17
1961-62,NBA,Los Angeles Lakers*,54,26,0.675,1st of 5,1.8,123.3,2,95,1.4,93.3,-0.3,Lost Finals,F. Schaus (54-26),J. West (12.9),17
1960-61,NBA,Los Angeles Lakers*,36,43,0.456,2nd of 4,-0.11,124.9,1.4,90.8,-1.3,90.9,-1.2,Lost W. Div. Finals,F. Schaus (36-43),E. Baylor (14.8),17
1959-60,NBA,Minneapolis Lakers*,25,50,0.333,3rd of 4,-4.14,121.2,-1.1,87.7,-3.4,91.2,0.1,Lost W. Div. Finals,J. Castellani (11-25) J. Pollard (14-25),E. Baylor (11.5),17
1958-59,NBA,Minneapolis Lakers*,33,39,0.458,2nd of 4,-1.42,115.5,3.5,90.8,0.6,91.9,1.7,Lost Finals,J. Kundla (33-39),E. Baylor (9.8),17
1957-58,NBA,Minneapolis Lakers,19,53,0.264,4th of 4,-5.78,118.8,1.8,88,-0.8,93.3,4.5,,G. Mikan (9-30) J. Kundla (10-23),V. Mikkelsen (6.5),17
1956-57,NBA,Minneapolis Lakers*,34,38,0.472,2nd of 4,-0.89,114.8,9.9,88.5,-0.4,89.2,0.3,Lost W. Div. Finals,J. Kundla (34-38),C. Lovellette (8.2),17
1955-56,NBA,Minneapolis Lakers*,33,39,0.458,2nd of 4,-0.92,108,5.2,91.5,1.2,92.4,2.1,Lost W. Div. Semis,J. Kundla (33-39),C. Lovellette (8.1),17
1954-55,NBA,Minneapolis Lakers*,40,32,0.556,2nd of 4,0.96,105.5,7.4,89.7,-0.1,88.6,-1.2,Lost W. Div. Finals,J. Kundla (40-32),V. Mikkelsen (10.9),17
1953-54,NBA,Minneapolis Lakers*,46,26,0.639,1st of 4,2.71,93.5,9.9,86.8,-0.7,83.5,-4,Won Finals,J. Kundla (46-26),G. Mikan (12.7),17
1952-53,NBA,Minneapolis Lakers*,48,22,0.686,1st of 5,5.54,93.7,13.2,90.1,2.1,83.6,-4.1,Won Finals,J. Kundla (48-22),G. Mikan (14.6),17
1951-52,NBA,Minneapolis Lakers*,40,26,0.606,2nd of 5,5.28,97.2,11.4,85.3,-1.6,79.3,-7.6,Won Finals,J. Kundla (40-26),G. Mikan (14.4),17
1950-51,NBA,Minneapolis Lakers*,44,24,0.647,1st of 5,4.79,94.8,9.3,86.4,1.3,80.7,-4.4,Lost W. Div. Finals,J. Kundla (44-24),G. Mikan (23.4),17
1949-50,NBA,Minneapolis Lakers*,51,17,0.75,1st of 5,8.25,,,,,,,Won Finals,J. Kundla (51-17),G. Mikan (21.1),17
1948-49,BAA,Minneapolis Lakers*,44,16,0.733,2nd of 6,6.8,,,,,,,Won Finals,J. Kundla (44-16),G. Mikan (20.9),17
