Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
1991-92,NBA,Detroit Pistons*,48,34,0.585,3rd of 7,2.06,91.6,-5,107.5,-0.7,105.3,-2.9,Lost E. Conf. 1st Rnd.,C. Daly (48-34),D. Rodman (12.6),10
1990-91,NBA,Detroit Pistons*,50,32,0.61,2nd of 7,3.08,91.9,-5.9,108.2,0.3,104.6,-3.3,Lost E. Conf. Finals,C. Daly (50-32),J. Dumars (9.9),10
1989-90,NBA,Detroit Pistons*,59,23,0.72,1st of 7,5.41,94.4,-3.9,109.9,1.8,103.5,-4.6,Won Finals,C. Daly (59-23),B. Laimbeer (10.1),10
1988-89,NBA,Detroit Pistons*,63,19,0.768,1st of 6,6.24,95.5,-5.1,110.8,3,104.7,-3.1,Won Finals,C. Daly (63-19),B. Laimbeer (9.0),10
1987-88,NBA,Detroit Pistons*,54,28,0.659,1st of 6,5.46,98.3,-1.3,110.5,2.5,105.3,-2.7,Lost Finals,C. Daly (54-28),A. Dantley (9.4),10
1986-87,NBA,Detroit Pistons*,52,30,0.634,2nd of 6,3.51,101,0.2,109.2,0.9,105.8,-2.5,Lost E. Conf. Finals,C. Daly (52-30),B. Laimbeer (10.5),10
1985-86,NBA,Detroit Pistons*,46,36,0.561,3rd of 6,1.44,104.2,2.1,109,1.8,107.9,0.7,Lost E. Conf. 1st Rnd.,C. Daly (46-36),B. Laimbeer (9.2),10
1984-85,NBA,Detroit Pistons*,46,36,0.561,2nd of 6,2.73,105,2.9,109.6,1.7,107.2,-0.7,Lost E. Conf. Semis,C. Daly (46-36),I. Thomas (11.2),10
1983-84,NBA,Detroit Pistons*,49,33,0.598,2nd of 6,3.52,103.8,2.4,111.5,3.9,108.1,0.5,Lost E. Conf. 1st Rnd.,C. Daly (49-33),B. Laimbeer (10.8),10
1982-83,NBA,Detroit Pistons,37,45,0.451,3rd of 6,-0.17,105.8,2.7,105.4,0.7,105.8,1.1,,S. Robertson (37-45),B. Laimbeer (8.5),10
1981-82,NBA,Detroit Pistons,39,43,0.476,3rd of 6,-0.63,104.3,3.4,105.8,-1.1,106.6,-0.3,,S. Robertson (39-43),K. Tripucka (7.5),10
1980-81,NBA,Detroit Pistons,21,61,0.256,6th of 6,-5.58,101.2,-0.6,98.1,-7.4,104.3,-1.2,,S. Robertson (21-61),T. Tyler (6.4),10
1979-80,NBA,Detroit Pistons,16,66,0.195,6th of 6,-7.57,107.1,4,101.2,-4.1,108.8,3.5,,D. Vitale (4-8) R. Adubato (12-58),B. Lanier (4.2),10
1978-79,NBA,Detroit Pistons,30,52,0.366,4th of 6,-2.6,107.2,1.4,102.1,-1.7,104.6,0.8,,D. Vitale (30-52),M. Carr (7.9),10
1977-78,NBA,Detroit Pistons,38,44,0.463,4th of 6,-1.22,107.7,1,100.3,-0.6,101.5,0.6,,H. Brown (9-15) B. Kauffman (29-29),B. Lanier (10.1),10
1976-77,NBA,Detroit Pistons*,44,38,0.537,2nd of 6,-1,108.8,2.3,100.3,0.8,101.3,1.8,Lost W. Conf. 1st Rnd.,H. Brown (44-38),B. Lanier (10.3),10
1975-76,NBA,Detroit Pistons*,36,46,0.439,2nd of 4,-1.18,105.2,-0.3,99.2,0.9,100.2,1.9,Lost W. Conf. Semis,R. Scott (17-25) H. Brown (19-21),B. Lanier (10.1),10
1974-75,NBA,Detroit Pistons*,40,42,0.488,3rd of 4,-1.19,100.5,-4,98.3,0.6,99.7,2,Lost W. Conf. 1st Rnd.,R. Scott (40-42),B. Lanier (12.4),10
1973-74,NBA,Detroit Pistons*,52,30,0.634,3rd of 4,4.02,106.5,-1.3,97.6,-0.1,93.8,-3.9,Lost W. Conf. Semis,R. Scott (52-30),B. Lanier (14.4),10
1972-73,NBA,Detroit Pistons,40,42,0.488,3rd of 4,0.54,111.5,0.8,98.4,1.6,98.2,1.4,,E. Lloyd (2-5) R. Scott (38-37),B. Lanier (10.6),10
1971-72,NBA,Detroit Pistons,26,56,0.317,4th of 4,-6.11,112.8,0.8,96.1,-1.8,102.2,4.3,,B. van Breda Kolff (6-4) T. Dischinger (0-2) E. Lloyd (20-50),B. Lanier (8.4),10
1970-71,NBA,Detroit Pistons,45,37,0.549,4th of 4,-0.33,111.3,-3.8,98.1,0.9,98.7,1.5,,B. van Breda Kolff (45-37),D. Bing (11.7),10
1969-70,NBA,Detroit Pistons,31,51,0.378,7th of 7,-2.94,111.6,-5.5,100.1,1.1,103.1,4.1,,B. van Breda Kolff (31-51),J. Walker (6.2),10
1968-69,NBA,Detroit Pistons,32,50,0.39,6th of 7,-2.79,116.8,-0.1,97.3,1.8,100,4.5,,D. Butcher (10-12) P. Seymour (22-38),H. Hairston (7.0),10
1967-68,NBA,Detroit Pistons*,40,42,0.488,4th of 6,-1.7,122,2.2,96.7,-0.1,98.4,1.6,Lost E. Div. Semis,D. Butcher (40-42),D. Bing (6.2),10
1966-67,NBA,Detroit Pistons,30,51,0.37,5th of 5,-4.98,121.5,-0.1,90.9,-5.2,95.4,-0.7,,D. DeBusschere (28-45) D. Butcher (2-6),D. DeBusschere (5.9),10
1965-66,NBA,Detroit Pistons,22,58,0.275,5th of 5,-6.07,123.4,2,89.4,-5.5,94.9,0,,D. DeBusschere (22-58),E. Miles (6.0),10
1964-65,NBA,Detroit Pistons,31,49,0.388,4th of 5,-3.03,119.2,1.9,90.5,-3.1,93.3,-0.3,,C. Wolf (2-9) D. DeBusschere (29-40),T. Dischinger (10.3),10
1963-64,NBA,Detroit Pistons,23,57,0.288,5th of 5,-6.77,115.9,2.7,92.5,-2.1,99.1,4.5,,C. Wolf (23-57),B. Howell (9.8),10
1962-63,NBA,Detroit Pistons*,34,46,0.425,3rd of 5,-3.38,120.3,5.3,94.2,-1.7,97.3,1.4,Lost W. Div. Semis,D. McGuire (34-46),B. Howell (14.0),10
1961-62,NBA,Detroit Pistons*,37,43,0.463,3rd of 5,-1.72,124.1,2.8,92.8,-0.8,94.2,0.6,Lost W. Div. Finals,D. McGuire (37-43),B. Howell (10.7),10
1960-61,NBA,Detroit Pistons*,34,45,0.43,3rd of 4,-2.11,126,2.5,93.8,1.7,95.6,3.5,Lost W. Div. Semis,D. McGuire (34-45),B. Howell (11.7),10
1959-60,NBA,Detroit Pistons*,30,45,0.4,2nd of 4,-3.45,123.1,0.8,89.8,-1.3,92.6,1.5,Lost W. Div. Semis,R. Rocha (13-21) D. McGuire (17-24),G. Shue (8.5),10
1958-59,NBA,Detroit Pistons*,28,44,0.389,3rd of 4,-1.36,117.8,5.8,88.4,-1.8,89.4,-0.8,Lost W. Div. Semis,R. Rocha (28-44),D. McGuire (6.9),10
1957-58,NBA,Detroit Pistons*,33,39,0.458,2nd of 4,-2.32,118.8,1.8,88.2,-0.6,90.1,1.3,Lost W. Div. Finals,C. Eckman (9-16) R. Rocha (24-23),G. Yardley (12.3),10
1956-57,NBA,Fort Wayne Pistons*,34,38,0.472,3rd of 4,-2.18,107.7,2.8,88.8,-0.1,91,2.1,Lost W. Div. Semis,C. Eckman (34-38),G. Yardley (10.0),10
1955-56,NBA,Fort Wayne Pistons*,37,35,0.514,1st of 4,0.45,103.2,0.4,90.7,0.4,90,-0.3,Lost Finals,C. Eckman (37-35),L. Foust (11.1),10
1954-55,NBA,Fort Wayne Pistons*,43,29,0.597,1st of 4,2.01,100.7,2.6,91.2,1.4,88.9,-0.9,Lost Finals,C. Eckman (43-29),L. Foust (13.3),10
1953-54,NBA,Fort Wayne Pistons*,40,32,0.556,3rd of 4,1.45,86.9,3.3,89,1.5,87.2,-0.3,Eliminated in W. Div. Rnd. Robin,P. Birch (40-32),L. Foust (10.4),10
1952-53,NBA,Fort Wayne Pistons*,36,33,0.522,3rd of 5,0.17,91.1,10.6,87.6,-0.4,87.7,0,Lost W. Div. Finals,P. Birch (36-33),L. Foust (6.3),10
1951-52,NBA,Fort Wayne Pistons*,29,37,0.439,4th of 5,-1.83,90.1,4.3,85.6,-1.3,87.9,1,Lost W. Div. Semis,P. Birch (29-37),L. Foust (7.1),10
1950-51,NBA,Fort Wayne Pistons*,32,36,0.471,3rd of 5,-1.81,102.4,16.9,82,-3.1,83.8,-1.3,Lost W. Div. Semis,M. Mendenhall (32-36),F. Schaus (8.5),10
1949-50,NBA,Fort Wayne Pistons*,40,28,0.588,3rd of 5,1.84,,,,,,,Lost Central Div. Finals,M. Mendenhall (40-28),F. Schaus (8.4),10
1948-49,BAA,Fort Wayne Pistons,22,38,0.367,5th of 6,-2.85,,,,,,,,C. Bennett (0-6) C. Armstrong (22-32),R. Niemiera (4.8),10
