Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
1981-82,NBA,Phoenix Suns*,46,36,0.561,3rd of 6,3.05,99.5,-1.4,105.8,-1.1,102.4,-4.5,Lost W. Conf. Semis,J. MacLeod (46-36),K. Macy (9.2),28
1980-81,NBA,Phoenix Suns*,57,25,0.695,1st of 6,4.83,104.7,2.9,104.6,-0.9,99.4,-6.1,Lost W. Conf. Semis,J. MacLeod (57-25),D. Johnson (8.4),28
1979-80,NBA,Phoenix Suns*,55,27,0.671,3rd of 6,3.25,104.8,1.7,105.6,0.3,102.2,-3.1,Lost W. Conf. Semis,J. MacLeod (55-27),P. Westphal (10.5),28
1978-79,NBA,Phoenix Suns*,50,32,0.61,2nd of 6,3.55,108.5,2.7,105.7,1.9,102.4,-1.4,Lost W. Conf. Finals,J. MacLeod (50-32),P. Westphal (10.4),28
1977-78,NBA,Phoenix Suns*,49,33,0.598,2nd of 5,3.5,111.4,4.7,100.3,-0.6,97,-3.9,Lost W. Conf. 1st Rnd.,J. MacLeod (49-33),W. Davis (10.1),28
1976-77,NBA,Phoenix Suns,34,48,0.415,5th of 5,0.64,106.6,0.1,98.1,-1.4,97.5,-2,,J. MacLeod (34-48),P. Westphal (9.6),28
1975-76,NBA,Phoenix Suns*,42,40,0.512,3rd of 5,0.59,105.6,0.1,98.5,0.2,97.9,-0.4,Lost Finals,J. MacLeod (42-40),P. Westphal (9.6),28
1974-75,NBA,Phoenix Suns,32,50,0.39,4th of 5,-2.36,104.3,-0.2,96.4,-1.3,98.6,0.9,,J. MacLeod (32-50),C. Perry (7.6),28
1973-74,NBA,Phoenix Suns,30,52,0.366,4th of 5,-3.2,109.6,1.8,98.1,0.4,101.3,3.6,,J. MacLeod (30-52),D. Van Arsdale (7.0),28
1972-73,NBA,Phoenix Suns,38,44,0.463,3rd of 5,-0.96,113,2.3,98.4,1.6,99.5,2.7,,B. van Breda Kolff (3-4) J. Colangelo (35-40),D. Van Arsdale (8.7),28
1971-72,NBA,Phoenix Suns,49,33,0.598,3rd of 4,5.57,113.7,1.7,101.3,3.4,96.5,-1.4,,C. Fitzsimmons (49-33),P. Silas (11.0),28
1970-71,NBA,Phoenix Suns,48,34,0.585,3rd of 4,2.33,115.3,0.2,98.2,1,96.6,-0.6,,C. Fitzsimmons (48-34),D. Van Arsdale (10.2),28
1969-70,NBA,Phoenix Suns*,39,43,0.476,4th of 7,-1.66,116.7,-0.4,101.6,2.6,103.1,4.1,Lost W. Div. Semis,R. Kerr (15-23) J. Colangelo (24-20),C. Hawkins (10.2),28
1968-69,NBA,Phoenix Suns,16,66,0.195,7th of 7,-8.26,118.4,1.5,93.8,-1.7,101.1,5.6,,R. Kerr (16-66),D. Van Arsdale (5.6),28
