Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
1986-87,NBA,Indiana Pacers*,41,41,0.5,4th of 6,-0.17,98.8,-2,106,-2.3,106.6,-1.7,Lost E. Conf. 1st Rnd.,J. Ramsay (41-41),S. Stipanovich (9.0),15
1985-86,NBA,Indiana Pacers,26,56,0.317,6th of 6,-2.66,100.9,-1.2,102.6,-4.6,105.9,-1.3,,G. Irvine (26-56),V. Fleming (6.9),15
1984-85,NBA,Indiana Pacers,22,60,0.268,6th of 6,-5.46,105.1,3,102.5,-5.4,108.4,0.5,,G. Irvine (22-60),C. Kellogg (6.1),15
1983-84,NBA,Indiana Pacers,26,56,0.317,6th of 6,-4.25,102.1,0.7,101.8,-5.8,106.5,-1.1,,J. McKinney (26-56),C. Kellogg (7.0),15
1982-83,NBA,Indiana Pacers,20,62,0.244,6th of 6,-5.36,103.9,0.8,103.8,-0.9,109.4,4.7,,J. McKinney (20-62),C. Kellogg (6.8),15
1981-82,NBA,Indiana Pacers,35,47,0.427,4th of 6,-1.49,98.7,-2.2,102.7,-4.2,104.6,-2.3,,J. McKinney (35-47),D. Buse (7.1),15
1980-81,NBA,Indiana Pacers*,44,38,0.537,3rd of 6,1.72,100.9,-0.9,106.4,0.9,105,-0.5,Lost E. Conf. 1st Rnd.,J. McKinney (44-38),B. Knight (8.4),15
1979-80,NBA,Indiana Pacers,37,45,0.451,4th of 6,-0.54,104.4,1.3,105.5,0.2,106.2,0.9,,S. Leonard (37-45),M. Johnson (7.3),15
1978-79,NBA,Indiana Pacers,38,44,0.463,4th of 5,-1.41,105.3,-0.5,103,-0.8,104.5,0.7,,S. Leonard (38-44),J. Edwards (7.1),15
1977-78,NBA,Indiana Pacers,31,51,0.378,6th of 6,-2.37,108.2,1.5,99.6,-1.3,101.9,1,,S. Leonard (31-51),D. Roundfield (6.9),15
1976-77,NBA,Indiana Pacers,36,46,0.439,5th of 6,-1.68,107.1,0.6,99.3,-0.2,101,1.5,,S. Leonard (36-46),B. Knight (10.7),15
1975-76,ABA,Indiana Pacers*,39,45,0.464,5th of 0,0.29,107.7,0.8,103.7,-0.4,103.9,-0.2,Lost 1st Rnd.,S. Leonard (39-45),D. Buse (10.6),15
1974-75,ABA,Indiana Pacers*,45,39,0.536,3rd of 5,1.14,105.1,2,106.7,2,105.7,1,Lost Finals,S. Leonard (45-39),G. McGinnis (11.6),15
1973-74,ABA,Indiana Pacers*,46,38,0.548,2nd of 5,0.68,103,0.4,101.7,-1.3,100.9,-2.1,Lost W. Div. Finals,S. Leonard (46-38),G. McGinnis (10.1),15
1972-73,ABA,Indiana Pacers*,51,33,0.607,2nd of 5,1.97,112.7,3.4,100.7,-1.1,98.8,-3,Won Finals,S. Leonard (51-33),G. McGinnis (11.4),15
1971-72,ABA,Indiana Pacers*,47,37,0.56,2nd of 5,2.72,110.7,-1.2,101.1,0.5,98.7,-1.9,Won Finals,S. Leonard (47-37),M. Daniels (10.3),15
1970-71,ABA,Indiana Pacers*,58,26,0.69,1st of 5,5.63,108.1,-3,109.1,4.1,103.6,-1.4,Lost W. Div. Finals,S. Leonard (58-26),M. Daniels (11.4),15
1969-70,ABA,Indiana Pacers*,59,25,0.702,1st of 6,2.67,106.7,-2.5,105.4,2.7,102.2,-0.5,Won Finals,S. Leonard (59-25),R. Brown (13.3),15
1968-69,ABA,Indiana Pacers*,44,34,0.564,1st of 5,3.35,111.4,2,106.3,2.3,102.6,-1.4,Lost Finals,L. Staverman (2-7) S. Leonard (42-27),R. Brown (10.0),15
1967-68,ABA,Indiana Pacers*,38,40,0.487,3rd of 5,0.5,107.2,0.2,101.5,0.2,101.3,0,Lost E. Div. Semis,L. Staverman (38-40),F. Lewis (7.5),15
