_id,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
ObjectId("5e8d4f865cf54415f0262094"),1993-94,NBA,Denver Nuggets*,42,40,0.512,4th of 6,1.54,96.1,1,103.9,-2.4,102.3,-4,Lost W. Conf. Semis,D. Issel (42-40),D. Mutombo (9.4),9
ObjectId("5e8d4f865cf54415f0262095"),1992-93,NBA,Denver Nuggets,36,46,0.439,4th of 6,-2.14,99.8,3,104.6,-3.4,106.3,-1.7,,D. Issel (36-46),D. Mutombo (8.8),9
ObjectId("5e8d4f865cf54415f0262096"),1991-92,NBA,Denver Nuggets,24,58,0.293,4th of 6,-7.59,98.6,2,100.7,-7.5,108.6,0.4,,P. Westhead (24-58),R. Williams (6.6),9
ObjectId("5e8d4f865cf54415f0262097"),1989-90,NBA,Denver Nuggets*,43,39,0.524,4th of 7,1.56,105.4,7.1,108,-0.1,106.7,-1.4,Lost W. Conf. 1st Rnd.,D. Moe (43-39),F. Lever (8.8),9
ObjectId("5e8d4f865cf54415f0262098"),1986-87,NBA,Denver Nuggets*,37,45,0.451,4th of 6,-1.14,106.2,5.4,109.3,1,110.2,1.9,Lost W. Conf. 1st Rnd.,D. Moe (37-45),F. Lever (9.7),9
ObjectId("5e8d4f865cf54415f0262099"),1990-91,NBA,Denver Nuggets,20,62,0.244,7th of 7,-10.31,113.7,15.9,105.2,-2.7,114.7,6.8,,P. Westhead (20-62),M. Adams (6.3),9
ObjectId("5e8d4f865cf54415f026209a"),1981-82,NBA,Denver Nuggets*,46,36,0.561,2nd of 6,0.13,109.8,8.9,114.3,7.4,113.9,7,Lost W. Conf. 1st Rnd.,D. Moe (46-36),D. Issel (9.8),9
ObjectId("5e8d4f865cf54415f026209b"),1980-81,NBA,Denver Nuggets,37,45,0.451,4th of 6,-0.95,109.8,8,109.4,3.9,109.8,4.3,,D. Walsh (11-20) D. Moe (26-25),D. Issel (10.5),9
ObjectId("5e8d4f865cf54415f026209c"),1979-80,NBA,Denver Nuggets,30,52,0.366,3rd of 5,-4.22,103.9,0.8,103.4,-1.9,107.6,2.3,,D. Walsh (30-52),D. Issel (11.5),9
ObjectId("5e8d4f865cf54415f026209d"),1984-85,NBA,Denver Nuggets*,52,30,0.634,1st of 6,2.05,107.6,5.5,110.7,2.8,108.4,0.5,Lost W. Conf. Finals,D. Moe (52-30),C. Natt (10.2),9
ObjectId("5e8d4f865cf54415f026209e"),1985-86,NBA,Denver Nuggets*,47,35,0.573,2nd of 6,0.89,106.7,4.6,107.1,-0.1,105.9,-1.3,Lost W. Conf. Semis,D. Moe (47-35),A. English (9.8),9
ObjectId("5e8d4f865cf54415f026209f"),1982-83,NBA,Denver Nuggets*,45,37,0.549,2nd of 6,0.27,112.1,9,109.7,5,109.1,4.4,Lost W. Conf. Semis,D. Moe (45-37),K. Vandeweghe (11.0),9
ObjectId("5e8d4f865cf54415f02620a0"),1983-84,NBA,Denver Nuggets*,38,44,0.463,3rd of 6,-1.27,110.5,9.1,111.3,3.7,112.3,4.7,Lost W. Conf. 1st Rnd.,D. Moe (38-44),K. Vandeweghe (10.3),9
ObjectId("5e8d4f865cf54415f02620a1"),1977-78,NBA,Denver Nuggets*,48,34,0.585,1st of 6,0.8,108.5,1.8,102.3,1.4,101.5,0.6,Lost W. Conf. Finals,L. Brown (48-34),D. Thompson (12.7),9
ObjectId("5e8d4f865cf54415f02620a2"),1978-79,NBA,Denver Nuggets*,47,35,0.573,2nd of 5,1.24,105.9,0.1,104.4,0.6,103.2,-0.6,Lost W. Conf. 1st Rnd.,L. Brown (28-25) D. Walsh (19-10),D. Issel (9.8),9
ObjectId("5e8d4f865cf54415f02620a3"),1988-89,NBA,Denver Nuggets*,44,38,0.537,3rd of 6,0.91,107.5,6.9,108.6,0.8,107.1,-0.7,Lost W. Conf. 1st Rnd.,D. Moe (44-38),F. Lever (9.2),9
ObjectId("5e8d4f865cf54415f02620a4"),1987-88,NBA,Denver Nuggets*,54,28,0.659,1st of 6,3.32,105.5,5.9,110.1,2.1,106.3,-1.7,Lost W. Conf. Semis,D. Moe (54-28),F. Lever (10.4),9
ObjectId("5e8d4f865cf54415f02620a5"),1976-77,NBA,Denver Nuggets*,50,32,0.61,1st of 6,4.95,111.2,4.7,100.7,1.2,96.1,-3.4,Lost W. Conf. Semis,L. Brown (50-32),B. Jones (11.0),9
ObjectId("5e8d4f865cf54415f02620a6"),1972-73,ABA,Denver Rockets*,47,37,0.56,3rd of 5,2.8,106.8,-2.5,103.1,1.3,100.1,-1.7,Lost W. Div. Semis,A. Hannum (47-37),W. Jabali (10.7),9
ObjectId("5e8d4f865cf54415f02620a7"),1973-74,ABA,Denver Rockets*,37,47,0.44,5th of 5,-0.49,103.2,0.6,103.1,0.1,103.5,0.5,Lost W. Div. Tiebreaker,A. Hannum (37-47),D. Robisch (9.1),9
ObjectId("5e8d4f865cf54415f02620a8"),1974-75,ABA,Denver Nuggets*,65,19,0.774,1st of 5,6.63,107.6,4.5,109.4,4.7,102.7,-2,Lost W. Div. Finals,L. Brown (65-19),B. Jones (10.2),9
ObjectId("5e8d4f865cf54415f02620a9"),1975-76,ABA,Denver Nuggets*,60,24,0.714,1st of 0,5.45,111.2,4.3,108.7,4.6,103.4,-0.7,Lost Finals,L. Brown (60-24),D. Issel (12.5),9
ObjectId("5e8d4f865cf54415f02620aa"),1970-71,ABA,Denver Rockets*,30,54,0.357,5th of 5,-3.15,113.9,2.8,102.8,-2.2,106.3,1.3,Lost W. Div. Tiebreaker,J. Belmont (3-10) S. Albeck (27-44),L. Cannon (7.2),9
ObjectId("5e8d4f865cf54415f02620ab"),1969-70,ABA,Denver Rockets*,51,33,0.607,1st of 5,4.32,107.6,-1.6,106.2,3.5,102.2,-0.5,Lost W. Div. Finals,J. McLendon (9-19) J. Belmont (42-14),S. Haywood (17.1),9
ObjectId("5e8d4f865cf54415f02620ac"),1968-69,ABA,Denver Rockets*,44,34,0.564,3rd of 6,1.41,106.9,-2.5,106.4,2.4,105,1,Lost W. Div. Semis,B. Bass (44-34),L. Jones (10.9),9
ObjectId("5e8d4f865cf54415f02620ad"),1971-72,ABA,Denver Rockets*,34,50,0.405,4th of 5,-0.93,112.8,0.9,98.4,-2.2,99.5,-1.1,Lost W. Div. Semis,A. Hannum (34-50),R. Simpson (7.2),9
ObjectId("5e8d4f865cf54415f02620ae"),1967-68,ABA,Denver Rockets*,45,33,0.577,3rd of 6,3.53,103,-4,102,0.7,97.9,-3.4,Lost W. Div. Semis,B. Bass (45-33),L. Jones (11.8),9
ObjectId("5e8d4f8ddf70f7c2fe77d3db"),2019-20,NBA,Detroit Pistons,20,46,0.303,4th of 5,-4.22,97.6,-2.6,109,-1.4,112.7,2.3,,D. Casey (20-46),C. Wood (5.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d3dc"),2011-12,NBA,Detroit Pistons,25,41,0.379,4th of 5,-5.19,89.2,-2.1,101,-3.6,106.3,1.7,,L. Frank (25-41),G. Monroe (7.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d3dd"),2018-19,NBA,Detroit Pistons*,41,41,0.5,3rd of 5,-0.56,97.4,-2.6,109,-1.4,109.2,-1.2,Lost E. Conf. 1st Rnd.,D. Casey (41-41),A. Drummond (10.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d3de"),2010-11,NBA,Detroit Pistons,30,52,0.366,4th of 5,-3.78,89.2,-2.9,107.7,0.4,111.7,4.4,,J. Kuester (30-52),G. Monroe (6.6),10
ObjectId("5e8d4f8ddf70f7c2fe77d3df"),2009-10,NBA,Detroit Pistons,27,55,0.329,5th of 5,-5.02,88.5,-4.2,105.6,-2,111.4,3.8,,J. Kuester (27-55),B. Wallace (4.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e0"),2016-17,NBA,Detroit Pistons,37,45,0.451,5th of 5,-1.29,95,-1.4,106,-2.8,107.1,-1.7,,S. Van Gundy (37-45),T. Harris (6.8),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e1"),2017-18,NBA,Detroit Pistons,39,43,0.476,4th of 5,-0.26,96.2,-1.1,107.2,-1.4,107.3,-1.3,,S. Van Gundy (39-43),A. Drummond (10.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e2"),2008-09,NBA,Detroit Pistons*,39,43,0.476,3rd of 5,-0.36,86.7,-5,107.4,-0.9,108,-0.3,Lost E. Conf. 1st Rnd.,M. Curry (39-43),T. Prince (6.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e3"),2015-16,NBA,Detroit Pistons*,44,38,0.537,3rd of 5,0.43,95.1,-0.7,106.1,-0.3,105.5,-0.9,Lost E. Conf. 1st Rnd.,S. Van Gundy (44-38),A. Drummond (7.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e4"),2012-13,NBA,Detroit Pistons,29,53,0.354,4th of 5,-4.33,90.8,-1.2,103.8,-2.1,108.1,2.2,,L. Frank (29-53),G. Monroe (5.9),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e5"),2007-08,NBA,Detroit Pistons*,59,23,0.72,1st of 5,6.67,87.3,-5.1,111.4,3.9,102.9,-4.6,Lost E. Conf. Finals,F. Saunders (59-23),C. Billups (13.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e6"),2014-15,NBA,Detroit Pistons,32,50,0.39,5th of 5,-1.39,92.8,-1.1,105.3,-0.3,106.4,0.8,,S. Van Gundy (32-50),A. Drummond (7.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e7"),2006-07,NBA,Detroit Pistons*,53,29,0.646,1st of 5,3.69,87.3,-4.6,108.9,2.4,104.2,-2.3,Lost E. Conf. Finals,F. Saunders (53-29),C. Billups (11.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e8"),2005-06,NBA,Detroit Pistons*,64,18,0.78,1st of 5,6.24,86.8,-3.7,110.8,4.6,103.1,-3.1,Lost E. Conf. Finals,F. Saunders (64-18),C. Billups (15.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d3e9"),2004-05,NBA,Detroit Pistons*,54,28,0.659,1st of 5,3.31,87.2,-3.7,105.6,-0.5,101.2,-4.9,Lost Finals,L. Brown (54-28),C. Billups (12.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d3ea"),2003-04,NBA,Detroit Pistons*,54,28,0.659,2nd of 8,5.04,87.9,-2.2,102,-0.9,95.4,-7.5,Won Finals,L. Brown (54-28),C. Billups (11.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d3eb"),2002-03,NBA,Detroit Pistons*,50,32,0.61,1st of 8,2.97,86.8,-4.2,104.1,0.5,99.9,-3.7,Lost E. Conf. Finals,R. Carlisle (50-32),B. Wallace (10.6),10
ObjectId("5e8d4f8ddf70f7c2fe77d3ec"),2013-14,NBA,Detroit Pistons,29,53,0.354,4th of 5,-4.13,94.9,1,105.9,-0.8,109.7,3,,M. Cheeks (21-29) J. Loyer (8-24),A. Drummond (9.9),10
ObjectId("5e8d4f8ddf70f7c2fe77d3ed"),2001-02,NBA,Detroit Pistons*,50,32,0.61,1st of 8,1.69,90,-0.7,104.8,0.3,102.4,-2.1,Lost E. Conf. Semis,R. Carlisle (50-32),B. Wallace (11.6),10
ObjectId("5e8d4f8ddf70f7c2fe77d3ee"),2000-01,NBA,Detroit Pistons,32,50,0.39,5th of 8,-2.08,94.7,3.4,100,-3,101.8,-1.2,,G. Irvine (32-50),J. Stackhouse (9.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d3ef"),1997-98,NBA,Detroit Pistons,37,45,0.451,6th of 8,1.95,88.2,-2.1,105.3,0.3,103.5,-1.5,,D. Collins (21-24) A. Gentry (16-21),G. Hill (10.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f0"),1998-99,NBA,Detroit Pistons*,29,21,0.58,3rd of 8,3.97,86.3,-2.6,104.2,2,100.3,-1.9,Lost E. Conf. 1st Rnd.,A. Gentry (29-21),G. Hill (7.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f1"),1995-96,NBA,Detroit Pistons*,46,36,0.561,5th of 8,2.45,87.7,-4.1,107.9,0.3,105.1,-2.5,Lost E. Conf. 1st Rnd.,D. Collins (46-36),G. Hill (11.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f2"),1994-95,NBA,Detroit Pistons,28,54,0.341,7th of 7,-7.08,93.2,0.3,105.1,-3.2,112.9,4.6,,D. Chaney (28-54),G. Hill (5.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f3"),1993-94,NBA,Detroit Pistons,20,62,0.244,7th of 7,-7.46,94.2,-0.9,102.7,-3.6,110.9,4.6,,D. Chaney (20-62),T. Mills (6.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f4"),1996-97,NBA,Detroit Pistons*,54,28,0.659,3rd of 8,5.45,84.5,-5.6,110.6,3.9,104.4,-2.3,Lost E. Conf. 1st Rnd.,D. Collins (54-28),G. Hill (14.6),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f5"),1999-00,NBA,Detroit Pistons*,42,40,0.512,4th of 8,1.13,95.7,2.6,107.3,3.2,105.8,1.7,Lost E. Conf. 1st Rnd.,A. Gentry (28-30) G. Irvine (14-10),G. Hill (10.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f6"),1991-92,NBA,Detroit Pistons*,48,34,0.585,3rd of 7,2.06,91.6,-5,107.5,-0.7,105.3,-2.9,Lost E. Conf. 1st Rnd.,C. Daly (48-34),D. Rodman (12.6),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f7"),1992-93,NBA,Detroit Pistons,40,42,0.488,6th of 7,-1.1,93.2,-3.6,107.4,-0.6,108.9,0.9,,R. Rothstein (40-42),J. Dumars (9.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f8"),1990-91,NBA,Detroit Pistons*,50,32,0.61,2nd of 7,3.08,91.9,-5.9,108.2,0.3,104.6,-3.3,Lost E. Conf. Finals,C. Daly (50-32),J. Dumars (9.9),10
ObjectId("5e8d4f8ddf70f7c2fe77d3f9"),1988-89,NBA,Detroit Pistons*,63,19,0.768,1st of 6,6.24,95.5,-5.1,110.8,3,104.7,-3.1,Won Finals,C. Daly (63-19),B. Laimbeer (9.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d3fa"),1985-86,NBA,Detroit Pistons*,46,36,0.561,3rd of 6,1.44,104.2,2.1,109,1.8,107.9,0.7,Lost E. Conf. 1st Rnd.,C. Daly (46-36),B. Laimbeer (9.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d3fb"),1989-90,NBA,Detroit Pistons*,59,23,0.72,1st of 7,5.41,94.4,-3.9,109.9,1.8,103.5,-4.6,Won Finals,C. Daly (59-23),B. Laimbeer (10.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d3fc"),1986-87,NBA,Detroit Pistons*,52,30,0.634,2nd of 6,3.51,101,0.2,109.2,0.9,105.8,-2.5,Lost E. Conf. Finals,C. Daly (52-30),B. Laimbeer (10.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d3fd"),1984-85,NBA,Detroit Pistons*,46,36,0.561,2nd of 6,2.73,105,2.9,109.6,1.7,107.2,-0.7,Lost E. Conf. Semis,C. Daly (46-36),I. Thomas (11.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d3fe"),1987-88,NBA,Detroit Pistons*,54,28,0.659,1st of 6,5.46,98.3,-1.3,110.5,2.5,105.3,-2.7,Lost Finals,C. Daly (54-28),A. Dantley (9.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d3ff"),1983-84,NBA,Detroit Pistons*,49,33,0.598,2nd of 6,3.52,103.8,2.4,111.5,3.9,108.1,0.5,Lost E. Conf. 1st Rnd.,C. Daly (49-33),B. Laimbeer (10.8),10
ObjectId("5e8d4f8ddf70f7c2fe77d400"),1981-82,NBA,Detroit Pistons,39,43,0.476,3rd of 6,-0.63,104.3,3.4,105.8,-1.1,106.6,-0.3,,S. Robertson (39-43),K. Tripucka (7.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d401"),1982-83,NBA,Detroit Pistons,37,45,0.451,3rd of 6,-0.17,105.8,2.7,105.4,0.7,105.8,1.1,,S. Robertson (37-45),B. Laimbeer (8.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d402"),1979-80,NBA,Detroit Pistons,16,66,0.195,6th of 6,-7.57,107.1,4,101.2,-4.1,108.8,3.5,,D. Vitale (4-8) R. Adubato (12-58),B. Lanier (4.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d403"),1980-81,NBA,Detroit Pistons,21,61,0.256,6th of 6,-5.58,101.2,-0.6,98.1,-7.4,104.3,-1.2,,S. Robertson (21-61),T. Tyler (6.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d404"),1977-78,NBA,Detroit Pistons,38,44,0.463,4th of 6,-1.22,107.7,1,100.3,-0.6,101.5,0.6,,H. Brown (9-15) B. Kauffman (29-29),B. Lanier (10.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d405"),1978-79,NBA,Detroit Pistons,30,52,0.366,4th of 6,-2.6,107.2,1.4,102.1,-1.7,104.6,0.8,,D. Vitale (30-52),M. Carr (7.9),10
ObjectId("5e8d4f8ddf70f7c2fe77d406"),1973-74,NBA,Detroit Pistons*,52,30,0.634,3rd of 4,4.02,106.5,-1.3,97.6,-0.1,93.8,-3.9,Lost W. Conf. Semis,R. Scott (52-30),B. Lanier (14.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d407"),1974-75,NBA,Detroit Pistons*,40,42,0.488,3rd of 4,-1.19,100.5,-4,98.3,0.6,99.7,2,Lost W. Conf. 1st Rnd.,R. Scott (40-42),B. Lanier (12.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d408"),1975-76,NBA,Detroit Pistons*,36,46,0.439,2nd of 4,-1.18,105.2,-0.3,99.2,0.9,100.2,1.9,Lost W. Conf. Semis,R. Scott (17-25) H. Brown (19-21),B. Lanier (10.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d409"),1971-72,NBA,Detroit Pistons,26,56,0.317,4th of 4,-6.11,112.8,0.8,96.1,-1.8,102.2,4.3,,B. van Breda Kolff (6-4) T. Dischinger (0-2) E. Lloyd (20-50),B. Lanier (8.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d40a"),1972-73,NBA,Detroit Pistons,40,42,0.488,3rd of 4,0.54,111.5,0.8,98.4,1.6,98.2,1.4,,E. Lloyd (2-5) R. Scott (38-37),B. Lanier (10.6),10
ObjectId("5e8d4f8ddf70f7c2fe77d40b"),1976-77,NBA,Detroit Pistons*,44,38,0.537,2nd of 6,-1,108.8,2.3,100.3,0.8,101.3,1.8,Lost W. Conf. 1st Rnd.,H. Brown (44-38),B. Lanier (10.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d40c"),1970-71,NBA,Detroit Pistons,45,37,0.549,4th of 4,-0.33,111.3,-3.8,98.1,0.9,98.7,1.5,,B. van Breda Kolff (45-37),D. Bing (11.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d40d"),1969-70,NBA,Detroit Pistons,31,51,0.378,7th of 7,-2.94,111.6,-5.5,100.1,1.1,103.1,4.1,,B. van Breda Kolff (31-51),J. Walker (6.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d40e"),1968-69,NBA,Detroit Pistons,32,50,0.39,6th of 7,-2.79,116.8,-0.1,97.3,1.8,100,4.5,,D. Butcher (10-12) P. Seymour (22-38),H. Hairston (7.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d40f"),1967-68,NBA,Detroit Pistons*,40,42,0.488,4th of 6,-1.7,122,2.2,96.7,-0.1,98.4,1.6,Lost E. Div. Semis,D. Butcher (40-42),D. Bing (6.2),10
ObjectId("5e8d4f8ddf70f7c2fe77d410"),1966-67,NBA,Detroit Pistons,30,51,0.37,5th of 5,-4.98,121.5,-0.1,90.9,-5.2,95.4,-0.7,,D. DeBusschere (28-45) D. Butcher (2-6),D. DeBusschere (5.9),10
ObjectId("5e8d4f8ddf70f7c2fe77d411"),1964-65,NBA,Detroit Pistons,31,49,0.388,4th of 5,-3.03,119.2,1.9,90.5,-3.1,93.3,-0.3,,C. Wolf (2-9) D. DeBusschere (29-40),T. Dischinger (10.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d412"),1963-64,NBA,Detroit Pistons,23,57,0.288,5th of 5,-6.77,115.9,2.7,92.5,-2.1,99.1,4.5,,C. Wolf (23-57),B. Howell (9.8),10
ObjectId("5e8d4f8ddf70f7c2fe77d413"),1965-66,NBA,Detroit Pistons,22,58,0.275,5th of 5,-6.07,123.4,2,89.4,-5.5,94.9,0,,D. DeBusschere (22-58),E. Miles (6.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d414"),1962-63,NBA,Detroit Pistons*,34,46,0.425,3rd of 5,-3.38,120.3,5.3,94.2,-1.7,97.3,1.4,Lost W. Div. Semis,D. McGuire (34-46),B. Howell (14.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d415"),1961-62,NBA,Detroit Pistons*,37,43,0.463,3rd of 5,-1.72,124.1,2.8,92.8,-0.8,94.2,0.6,Lost W. Div. Finals,D. McGuire (37-43),B. Howell (10.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d416"),1960-61,NBA,Detroit Pistons*,34,45,0.43,3rd of 4,-2.11,126,2.5,93.8,1.7,95.6,3.5,Lost W. Div. Semis,D. McGuire (34-45),B. Howell (11.7),10
ObjectId("5e8d4f8ddf70f7c2fe77d417"),1959-60,NBA,Detroit Pistons*,30,45,0.4,2nd of 4,-3.45,123.1,0.8,89.8,-1.3,92.6,1.5,Lost W. Div. Semis,R. Rocha (13-21) D. McGuire (17-24),G. Shue (8.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d418"),1958-59,NBA,Detroit Pistons*,28,44,0.389,3rd of 4,-1.36,117.8,5.8,88.4,-1.8,89.4,-0.8,Lost W. Div. Semis,R. Rocha (28-44),D. McGuire (6.9),10
ObjectId("5e8d4f8ddf70f7c2fe77d419"),1957-58,NBA,Detroit Pistons*,33,39,0.458,2nd of 4,-2.32,118.8,1.8,88.2,-0.6,90.1,1.3,Lost W. Div. Finals,C. Eckman (9-16) R. Rocha (24-23),G. Yardley (12.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d41a"),1956-57,NBA,Fort Wayne Pistons*,34,38,0.472,3rd of 4,-2.18,107.7,2.8,88.8,-0.1,91,2.1,Lost W. Div. Semis,C. Eckman (34-38),G. Yardley (10.0),10
ObjectId("5e8d4f8ddf70f7c2fe77d41b"),1955-56,NBA,Fort Wayne Pistons*,37,35,0.514,1st of 4,0.45,103.2,0.4,90.7,0.4,90,-0.3,Lost Finals,C. Eckman (37-35),L. Foust (11.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d41c"),1954-55,NBA,Fort Wayne Pistons*,43,29,0.597,1st of 4,2.01,100.7,2.6,91.2,1.4,88.9,-0.9,Lost Finals,C. Eckman (43-29),L. Foust (13.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d41d"),1953-54,NBA,Fort Wayne Pistons*,40,32,0.556,3rd of 4,1.45,86.9,3.3,89,1.5,87.2,-0.3,Eliminated in W. Div. Rnd. Robin,P. Birch (40-32),L. Foust (10.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d41e"),1952-53,NBA,Fort Wayne Pistons*,36,33,0.522,3rd of 5,0.17,91.1,10.6,87.6,-0.4,87.7,0,Lost W. Div. Finals,P. Birch (36-33),L. Foust (6.3),10
ObjectId("5e8d4f8ddf70f7c2fe77d41f"),1951-52,NBA,Fort Wayne Pistons*,29,37,0.439,4th of 5,-1.83,90.1,4.3,85.6,-1.3,87.9,1,Lost W. Div. Semis,P. Birch (29-37),L. Foust (7.1),10
ObjectId("5e8d4f8ddf70f7c2fe77d420"),1950-51,NBA,Fort Wayne Pistons*,32,36,0.471,3rd of 5,-1.81,102.4,16.9,82,-3.1,83.8,-1.3,Lost W. Div. Semis,M. Mendenhall (32-36),F. Schaus (8.5),10
ObjectId("5e8d4f8ddf70f7c2fe77d421"),1949-50,NBA,Fort Wayne Pistons*,40,28,0.588,3rd of 5,1.84,,,,,,,Lost Central Div. Finals,M. Mendenhall (40-28),F. Schaus (8.4),10
ObjectId("5e8d4f8ddf70f7c2fe77d422"),1948-49,BAA,Fort Wayne Pistons,22,38,0.367,5th of 6,-2.85,,,,,,,,C. Bennett (0-6) C. Armstrong (22-32),R. Niemiera (4.8),10
ObjectId("5e8d4f917937f23d16f970a1"),2019-20,NBA,Golden State Warriors,15,50,0.231,5th of 5,-7.92,100.3,0.1,105.2,-5.2,113.8,3.4,,S. Kerr (15-50),M. Chriss (3.4),11
ObjectId("5e8d4f917937f23d16f970a2"),2018-19,NBA,Golden State Warriors*,57,25,0.695,1st of 5,6.42,100.9,0.9,115.9,5.5,109.5,-0.9,Lost Finals,S. Kerr (57-25),K. Durant (11.5),11
ObjectId("5e8d4f917937f23d16f970a3"),2010-11,NBA,Golden State Warriors,36,46,0.439,3rd of 5,-2,94.8,2.7,108.2,0.9,110.7,3.4,,K. Smart (36-46),S. Curry (6.6),11
ObjectId("5e8d4f917937f23d16f970a4"),2011-12,NBA,Golden State Warriors,23,43,0.348,4th of 5,-2.79,92.3,1,105.4,0.8,109.1,4.5,,M. Jackson (23-43),D. Lee (5.0),11
ObjectId("5e8d4f917937f23d16f970a5"),2009-10,NBA,Golden State Warriors,26,56,0.317,4th of 5,-3.28,100.4,7.7,108.1,0.5,111.7,4.1,,D. Nelson (26-56),C. Maggette (6.3),11
ObjectId("5e8d4f917937f23d16f970a6"),2014-15,NBA,Golden State Warriors*,67,15,0.817,1st of 5,10.01,98.3,4.4,111.6,6,101.4,-4.2,Won Finals,S. Kerr (67-15),S. Curry (15.7),11
ObjectId("5e8d4f917937f23d16f970a7"),2015-16,NBA,Golden State Warriors*,73,9,0.89,1st of 5,10.38,99.3,3.5,114.5,8.1,103.8,-2.6,Lost Finals,S. Kerr (73-9),S. Curry (17.9),11
ObjectId("5e8d4f917937f23d16f970a8"),2017-18,NBA,Golden State Warriors*,58,24,0.707,1st of 5,5.79,99.6,2.3,113.6,5,107.6,-1,Won Finals,S. Kerr (58-24),K. Durant (10.4),11
ObjectId("5e8d4f917937f23d16f970a9"),2013-14,NBA,Golden State Warriors*,51,31,0.622,2nd of 5,5.15,96.2,2.3,107.5,0.8,102.6,-4.1,Lost W. Conf. 1st Rnd.,M. Jackson (51-31),S. Curry (13.4),11
ObjectId("5e8d4f917937f23d16f970aa"),2012-13,NBA,Golden State Warriors*,47,35,0.573,2nd of 5,1.32,94.5,2.5,106.4,0.5,105.5,-0.4,Lost W. Conf. Semis,M. Jackson (47-35),S. Curry (11.2),11
ObjectId("5e8d4f917937f23d16f970ab"),2016-17,NBA,Golden State Warriors*,67,15,0.817,1st of 5,11.35,99.8,3.4,115.6,6.8,104,-4.8,Won Finals,S. Kerr (67-15),S. Curry (12.6),11
ObjectId("5e8d4f917937f23d16f970ac"),2008-09,NBA,Golden State Warriors,29,53,0.354,3rd of 5,-3.8,98.2,6.5,109.5,1.2,113.3,5,,D. Nelson (29-53),A. Biedriņš (5.4),11
ObjectId("5e8d4f917937f23d16f970ad"),2007-08,NBA,Golden State Warriors,48,34,0.585,3rd of 5,2.38,98.8,6.4,111.8,4.3,109.5,2,,D. Nelson (48-34),M. Ellis (9.0),11
ObjectId("5e8d4f917937f23d16f970ae"),2006-07,NBA,Golden State Warriors*,42,40,0.512,3rd of 5,0,99.2,7.3,107,0.5,107.4,0.9,Lost W. Conf. Semis,D. Nelson (42-40),A. Biedriņš (6.7),11
