Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
1998-99,NBA,Washington Wizards,18,32,0.36,6th of 7,-1.75,89.8,0.9,101.2,-1,103.7,1.5,,B. Bickerstaff (13-19) J. Brovelli (5-13),R. Strickland (4.1),41
1997-98,NBA,Washington Wizards,42,40,0.512,4th of 7,1.11,91.8,1.5,105.2,0.2,104.5,-0.5,,B. Bickerstaff (42-40),C. Webber (8.3),41
1996-97,NBA,Washington Bullets*,44,38,0.537,4th of 7,1.77,92.4,2.3,106.6,-0.1,104.9,-1.8,Lost E. Conf. 1st Rnd.,J. Lynam (22-24) B. Staak (0-1) B. Bickerstaff (22-13),C. Webber (9.3),41
1995-96,NBA,Washington Bullets,39,43,0.476,4th of 7,0.99,93.7,1.9,108.7,1.1,107.6,0,,J. Lynam (39-43),G. Mureșan (8.0),41
1994-95,NBA,Washington Bullets,21,61,0.256,7th of 7,-5.56,94.5,1.6,105.4,-2.9,111.3,3,,J. Lynam (21-61),S. Skiles (4.5),41
1993-94,NBA,Washington Bullets,24,58,0.293,7th of 7,-7.13,95.9,0.8,104.5,-1.8,112.2,5.9,,W. Unseld (24-58),D. MacLean (5.6),41
1992-93,NBA,Washington Bullets,22,60,0.268,7th of 7,-6.49,97.7,0.9,103.6,-4.4,110.8,2.8,,W. Unseld (22-60),H. Grant (5.0),41
1991-92,NBA,Washington Bullets,25,57,0.305,6th of 7,-4.35,97.7,1.1,103.9,-4.3,108.4,0.2,,W. Unseld (25-57),P. Ellison (6.9),41
1990-91,NBA,Washington Bullets,30,52,0.366,4th of 6,-4.84,97.5,-0.3,103,-4.9,108.1,0.2,,W. Unseld (30-52),H. Grant (6.7),41
1989-90,NBA,Washington Bullets,31,51,0.378,4th of 6,-2.43,99.4,1.1,107.5,-0.6,109.7,1.6,,W. Unseld (31-51),D. Walker (6.3),41
1988-89,NBA,Washington Bullets,40,42,0.488,4th of 6,-1.77,100.8,0.2,106.4,-1.4,108.5,0.7,,W. Unseld (40-42),J. Williams (6.9),41
1987-88,NBA,Washington Bullets*,38,44,0.463,2nd of 5,-0.16,98.1,-1.5,106.5,-1.5,107.2,-0.8,Lost E. Conf. 1st Rnd.,K. Loughery (8-19) W. Unseld (30-25),M. Malone (9.2),41
1986-87,NBA,Washington Bullets*,42,40,0.512,3rd of 5,-1.02,100.2,-0.6,105.7,-2.6,107,-1.3,Lost E. Conf. 1st Rnd.,K. Loughery (42-40),M. Malone (9.4),41
1985-86,NBA,Washington Bullets*,39,43,0.476,3rd of 5,-1.28,99.1,-3,103,-4.2,104.8,-2.4,Lost E. Conf. 1st Rnd.,G. Shue (32-37) K. Loughery (7-6),J. Malone (6.1),41
1984-85,NBA,Washington Bullets*,40,42,0.488,4th of 5,0.15,100.3,-1.8,104.3,-3.6,104.6,-3.3,Lost E. Conf. 1st Rnd.,G. Shue (40-42),G. Ballard (6.0),41
1983-84,NBA,Washington Bullets*,35,47,0.427,5th of 5,-2.36,97.4,-4,104.2,-3.4,107.2,-0.4,Lost E. Conf. 1st Rnd.,G. Shue (35-47),J. Ruland (9.3),41
1982-83,NBA,Washington Bullets,42,40,0.512,5th of 5,0.2,99.4,-3.7,99.1,-5.6,99.3,-5.4,,G. Shue (42-40),J. Ruland (10.1),41
1981-82,NBA,Washington Bullets*,43,39,0.524,4th of 5,1.06,99.4,-1.5,103.3,-3.6,102.5,-4.4,Lost E. Conf. Semis,G. Shue (43-39),G. Ballard (9.4),41
1980-81,NBA,Washington Bullets,39,43,0.476,4th of 5,0.42,102.4,0.6,102.7,-2.8,102.7,-2.8,,G. Shue (39-43),G. Ballard (6.9),41
1979-80,NBA,Washington Bullets*,39,43,0.476,3rd of 5,-2.27,102.6,-0.5,103.2,-2.1,105.7,0.4,Lost E. Conf. 1st Rnd.,D. Motta (39-43),W. Unseld (8.4),41
1978-79,NBA,Washington Bullets*,54,28,0.659,1st of 5,4.75,106.5,0.7,107.4,3.6,102.7,-1.1,Lost Finals,D. Motta (54-28),E. Hayes (9.4),41
1977-78,NBA,Washington Bullets*,44,38,0.537,2nd of 6,0.82,108.1,1.4,101.3,0.4,100.5,-0.4,Won Finals,D. Motta (44-38),E. Hayes (8.3),41
1976-77,NBA,Washington Bullets*,48,34,0.585,2nd of 6,0.9,105.9,-0.6,99.3,-0.2,98.4,-1.1,Lost E. Conf. Semis,D. Motta (48-34),E. Hayes (12.1),41
1975-76,NBA,Washington Bullets*,48,34,0.585,2nd of 5,2.2,104.3,-1.2,97.5,-0.8,95.3,-3,Lost E. Conf. Semis,K. Jones (48-34),W. Unseld (9.5),41
1974-75,NBA,Washington Bullets*,60,22,0.732,1st of 5,6.53,106.1,1.6,98,0.3,91.3,-6.4,Lost Finals,K. Jones (60-22),E. Hayes (12.5),41
1973-74,NBA,Capital Bullets*,47,35,0.573,1st of 4,1.19,106.3,-1.5,95.6,-2.1,94.2,-3.5,Lost E. Conf. Semis,K. Jones (47-35),E. Hayes (10.6),41
1972-73,NBA,Baltimore Bullets*,52,30,0.634,1st of 4,2.85,108.7,-2,96.3,-0.5,93.3,-3.5,Lost E. Conf. Semis,G. Shue (52-30),M. Riordan (11.1),41
1971-72,NBA,Baltimore Bullets*,38,44,0.463,1st of 4,-1.26,110.5,-1.5,96.5,-1.4,97.6,-0.3,Lost E. Conf. Semis,G. Shue (38-44),A. Clark (10.7),41
1970-71,NBA,Baltimore Bullets*,42,40,0.512,1st of 4,0.91,116.5,1.4,96.2,-1,95.7,-1.5,Lost Finals,G. Shue (42-40),W. Unseld (10.0),41
1969-70,NBA,Baltimore Bullets*,50,32,0.61,3rd of 7,1.94,121,3.9,98.7,-0.3,96.9,-2.1,Lost E. Div. Semis,G. Shue (50-32),W. Unseld (11.1),41
1968-69,NBA,Baltimore Bullets*,57,25,0.695,1st of 7,4.05,121.8,4.9,95.2,-0.3,91.7,-3.8,Lost E. Div. Semis,G. Shue (57-25),W. Unseld (10.8),41
1967-68,NBA,Baltimore Bullets,36,46,0.439,6th of 6,-0.23,121.5,1.7,96.2,-0.6,96.6,-0.2,,G. Shue (36-46),E. Monroe (9.3),41
1966-67,NBA,Baltimore Bullets,20,61,0.247,5th of 5,-5.87,123,1.4,93.4,-2.7,98.6,2.5,,M. Farmer (1-8) B. Jeannette (3-13) G. Shue (16-40),G. Johnson (5.0),41
1965-66,NBA,Baltimore Bullets*,38,42,0.475,2nd of 5,-1.06,123.1,1.7,95.8,0.9,96.8,1.9,Lost W. Div. Semis,P. Seymour (38-42),B. Howell (8.7),41
1964-65,NBA,Baltimore Bullets*,37,43,0.463,3rd of 5,-1.97,116.2,-1.1,96.8,3.2,98.7,5.1,Lost W. Div. Finals,B. Jeannette (37-43),W. Bellamy (12.1),41
1963-64,NBA,Baltimore Bullets,31,49,0.388,4th of 5,-1.59,117,3.8,95,0.4,96.6,2,,S. Leonard (31-49),W. Bellamy (14.4),41
1962-63,NBA,Chicago Zephyrs,25,55,0.313,5th of 5,-3.63,112.2,-2.8,97.5,1.6,101.1,5.2,,J. McMahon (12-26) S. Leonard (13-29),W. Bellamy (13.7),41
1961-62,NBA,Chicago Packers,18,62,0.225,5th of 5,-7.54,122.9,1.6,90,-3.6,96.9,3.3,,J. Pollard (18-62),W. Bellamy (16.3),41
