NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE,YEAR,TEAMID,TEAMABRV
22,John Wallace,SF,6-8,225,1974-02-09,US,5,Syracuse,2001-2,28,PHO
0,Randy Brown,PG,6-2,190,1968-05-22,US,11,"Houston, New Mexico State",2002-3,28,PHO
4,Alton Ford,PF,6-9,275,1981-05-29,US,1,Houston,2002-3,28,PHO
24,Tom Gugliotta,PF,6-10,240,1969-12-19,US,10,NC State,2002-3,28,PHO
1,Anfernee Hardaway,SG,6-7,195,1971-07-18,US,9,Memphis,2002-3,28,PHO
23,Casey Jacobsen,SF,6-6,215,1981-03-19,US,R,Stanford,2002-3,28,PHO
2,Joe Johnson,SG,6-7,240,1981-06-29,US,1,Arkansas,2002-3,28,PHO
14,Dan Langhi,SF,6-11,220,1977-11-28,US,2,Vanderbilt,2002-3,28,PHO
3,Stephon Marbury,PG,6-2,180,1977-02-20,US,6,Georgia Tech,2002-3,28,PHO
31,Shawn Marion,SF,6-7,220,1978-05-07,US,3,UNLV,2002-3,28,PHO
45,Bo Outlaw,C,6-8,210,1971-04-13,US,9,"South Plains College, Houston",2002-3,28,PHO
32,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,R,,2002-3,28,PHO
25,Jake Tsakalidis,C,7-2,285,1979-06-10,GE,2,,2002-3,28,PHO
43,Jake Voskuhl,C,6-11,245,1977-11-01,US,2,UConn,2002-3,28,PHO
47,Scott Williams,C,6-10,230,1968-03-21,US,12,UNC,2002-3,28,PHO
21,Robert Archibald,PF,6-11,250,1980-03-29,GB,1,Illinois,2003-4,28,PHO
10,Leandro Barbosa,PG,6-3,194,1982-11-28,BR,R,,2003-4,28,PHO
11,Å½arko ÄŒabarkapa,PF,6-11,235,1981-05-21,RS,R,,2003-4,28,PHO
12,Howard Eisley,PG,6-2,177,1972-12-04,US,9,Boston College,2003-4,28,PHO
24,Tom Gugliotta,PF,6-10,240,1969-12-19,US,11,NC State,2003-4,28,PHO
1,Anfernee Hardaway,SG,6-7,195,1971-07-18,US,10,Memphis,2003-4,28,PHO
4,Donnell Harvey,PF,6-8,220,1980-08-26,US,3,Florida,2003-4,28,PHO
23,Casey Jacobsen,SF,6-6,215,1981-03-19,US,1,Stanford,2003-4,28,PHO
2,Joe Johnson,SG,6-7,240,1981-06-29,US,2,Arkansas,2003-4,28,PHO
22,Brevin Knight,PG,5-10,173,1975-11-08,US,6,Stanford,2003-4,28,PHO
30,Maciej Lampe,C,6-11,275,1985-02-05,PL,R,,2003-4,28,PHO
3,Stephon Marbury,PG,6-2,180,1977-02-20,US,7,Georgia Tech,2003-4,28,PHO
31,Shawn Marion,SF,6-7,220,1978-05-07,US,4,UNLV,2003-4,28,PHO
14,Antonio McDyess,PF,6-9,220,1974-09-07,US,7,Alabama,2003-4,28,PHO
32,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,1,,2003-4,28,PHO
15,Cezary TrybaÅ„ski,C,7-2,240,1979-09-22,PL,1,,2003-4,28,PHO
43,Jake Voskuhl,C,6-11,245,1977-11-01,US,3,UConn,2003-4,28,PHO
55,Jahidi White,C,6-9,290,1976-02-19,US,5,Georgetown,2003-4,28,PHO
47,Scott Williams,C,6-10,230,1968-03-21,US,13,UNC,2003-4,28,PHO
10,Leandro Barbosa,PG,6-3,194,1982-11-28,BR,1,,2004-5,28,PHO
11,Å½arko ÄŒabarkapa,PF,6-11,235,1981-05-21,RS,1,,2004-5,28,PHO
45,Steven Hunter,C,7-0,220,1981-10-31,US,3,DePaul,2004-5,28,PHO
21,Jim Jackson,SF,6-6,220,1970-10-14,US,12,Ohio State,2004-5,28,PHO
23,Casey Jacobsen,SF,6-6,215,1981-03-19,US,2,Stanford,2004-5,28,PHO
2,Joe Johnson,SF,6-7,240,1981-06-29,US,3,Arkansas,2004-5,28,PHO
30,Maciej Lampe,C,6-11,275,1985-02-05,PL,1,,2004-5,28,PHO
31,Shawn Marion,PF,6-7,220,1978-05-07,US,5,UNLV,2004-5,28,PHO
0,Walter McCarty,PF,6-10,230,1974-02-01,US,8,Kentucky,2004-5,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,8,Santa Clara,2004-5,28,PHO
46,Bo Outlaw,PF,6-8,210,1971-04-13,US,11,"South Plains College, Houston",2004-5,28,PHO
1,Smush Parker,PG,6-4,190,1981-06-01,US,1,Fordham,2004-5,28,PHO
3,Quentin Richardson,SG,6-6,223,1980-04-13,US,4,DePaul,2004-5,28,PHO
17,Paul Shirley,PF,6-10,230,1977-12-23,US,2,Iowa State,2004-5,28,PHO
32,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,2,,2004-5,28,PHO
1,Yuta Tabuse,PG,5-9,165,1980-10-05,JP,R,Brigham Young University Hawaii,2004-5,28,PHO
43,Jake Voskuhl,C,6-11,245,1977-11-01,US,4,UConn,2004-5,28,PHO
4,Jackson Vroman,PF,6-10,220,1981-06-06,US,R,Iowa State,2004-5,28,PHO
10,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,2,,2005-6,28,PHO
12,Andre Barrett,PG,5-10,172,1982-02-21,US,1,Seton Hall,2005-6,28,PHO
19,Raja Bell,SG,6-5,204,1976-09-19,VI,5,"Boston University, Florida International University",2005-6,28,PHO
11,Pat Burke,C,6-11,250,1973-12-14,IE,1,Auburn,2005-6,28,PHO
15,Josh Davis,PF,6-8,235,1980-08-10,US,2,Wyoming,2005-6,28,PHO
3,Boris Diaw,PF,6-8,250,1982-04-16,FR,2,,2005-6,28,PHO
23,Sharrod Ford,PF,6-9,225,1982-01-09,US,R,Clemson,2005-6,28,PHO
55,Brian Grant,C,6-9,254,1972-03-05,US,11,Xavier,2005-6,28,PHO
50,Eddie House,PG,6-1,180,1978-05-14,US,5,Arizona State,2005-6,28,PHO
21,Jim Jackson,SF,6-6,220,1970-10-14,US,13,Ohio State,2005-6,28,PHO
22,James Jones,SF,6-8,218,1980-10-04,US,2,Miami (FL),2005-6,28,PHO
31,Shawn Marion,PF,6-7,220,1978-05-07,US,6,UNLV,2005-6,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,9,Santa Clara,2005-6,28,PHO
32,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,3,,2005-6,28,PHO
40,Kurt Thomas,C,6-9,230,1972-10-04,US,10,TCU,2005-6,28,PHO
2,Tim Thomas,PF,6-10,230,1977-02-26,US,8,Villanova,2005-6,28,PHO
1,Dijon Thompson,SG,6-7,195,1983-02-23,US,R,UCLA,2005-6,28,PHO
15,Nikoloz Tskitishvili,SF,7-0,225,1983-04-14,GE,3,,2005-6,28,PHO
2,Marcus Banks,PG,6-2,200,1981-11-19,US,3,UNLV,2006-7,28,PHO
10,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,3,,2006-7,28,PHO
19,Raja Bell,SG,6-5,204,1976-09-19,VI,6,"Boston University, Florida International University",2006-7,28,PHO
11,Pat Burke,C,6-11,250,1973-12-14,IE,2,Auburn,2006-7,28,PHO
3,Boris Diaw,PF,6-8,250,1982-04-16,FR,3,,2006-7,28,PHO
22,James Jones,SF,6-8,218,1980-10-04,US,3,Miami (FL),2006-7,28,PHO
20,Jumaine Jones,SF,6-8,218,1979-02-10,US,7,Georgia,2006-7,28,PHO
31,Shawn Marion,SF,6-7,220,1978-05-07,US,7,UNLV,2006-7,28,PHO
4,Sean Marks,PF,6-10,250,1975-08-23,NZ,6,California,2006-7,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,10,Santa Clara,2006-7,28,PHO
52,Eric Piatkowski,SG,6-7,215,1970-09-30,US,12,Nebraska,2006-7,28,PHO
8,Jalen Rose,SF,6-8,210,1973-01-30,US,12,Michigan,2006-7,28,PHO
1,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,4,,2006-7,28,PHO
40,Kurt Thomas,C,6-9,230,1972-10-04,US,11,TCU,2006-7,28,PHO
2,Marcus Banks,PG,6-2,200,1981-11-19,US,4,UNLV,2007-8,28,PHO
10,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,4,,2007-8,28,PHO
19,Raja Bell,SG,6-5,204,1976-09-19,VI,7,"Boston University, Florida International University",2007-8,28,PHO
3,Boris Diaw,PF,6-8,250,1982-04-16,FR,4,,2007-8,28,PHO
2,Gordan GiriÄek,SG,6-6,210,1977-06-20,HR,5,,2007-8,28,PHO
33,Grant Hill,SF,6-8,225,1972-10-05,US,12,Duke,2007-8,28,PHO
43,Linton Johnson,PF,6-8,205,1980-06-13,US,4,Tulane,2007-8,28,PHO
31,Shawn Marion,PF,6-7,220,1978-05-07,US,8,UNLV,2007-8,28,PHO
4,Sean Marks,C,6-10,250,1975-08-23,NZ,7,California,2007-8,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,11,Santa Clara,2007-8,28,PHO
32,Shaquille O'Neal,C,7-1,325,1972-03-06,US,15,LSU,2007-8,28,PHO
52,Eric Piatkowski,SF,6-7,215,1970-09-30,US,13,Nebraska,2007-8,28,PHO
54,Brian Skinner,C,6-9,255,1976-05-19,US,9,Baylor,2007-8,28,PHO
1,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,5,,2007-8,28,PHO
8,D.J. Strawberry,SG,6-5,201,1985-06-15,US,R,Maryland,2007-8,28,PHO
29,Alando Tucker,SF,6-6,205,1984-02-11,US,R,Wisconsin,2007-8,28,PHO
17,Lou Amundson,PF,6-9,220,1982-12-07,US,2,UNLV,2008-9,28,PHO
10,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,5,,2008-9,28,PHO
22,Matt Barnes,PF,6-7,226,1980-03-09,US,5,UCLA,2008-9,28,PHO
19,Raja Bell,SG,6-5,204,1976-09-19,VI,8,"Boston University, Florida International University",2008-9,28,PHO
11,Dee Brown,PG,6-0,185,1984-08-17,US,1,Illinois,2008-9,28,PHO
3,Boris Diaw,PF,6-8,250,1982-04-16,FR,5,,2008-9,28,PHO
2,Goran DragiÄ‡,PG,6-3,190,1986-05-06,SI,R,,2008-9,28,PHO
3,Jared Dudley,SF,6-6,237,1985-07-10,US,1,Boston College,2008-9,28,PHO
33,Grant Hill,SF,6-8,225,1972-10-05,US,13,Duke,2008-9,28,PHO
15,Robin Lopez,C,7-0,275,1988-04-01,US,R,Stanford,2008-9,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,12,Santa Clara,2008-9,28,PHO
32,Shaquille O'Neal,C,7-1,325,1972-03-06,US,16,LSU,2008-9,28,PHO
23,Jason Richardson,SG,6-6,220,1981-01-20,US,7,Michigan State,2008-9,28,PHO
4,Courtney Sims,C,6-10,245,1983-10-21,US,1,Michigan,2008-9,28,PHO
14,Sean Singletary,PG,6-0,185,1985-09-06,US,R,Virginia,2008-9,28,PHO
1,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,6,,2008-9,28,PHO
4,Stromile Swift,PF,6-9,225,1979-11-21,US,8,LSU,2008-9,28,PHO
29,Alando Tucker,SG,6-6,205,1984-02-11,US,1,Wisconsin,2008-9,28,PHO
17,Lou Amundson,PF,6-9,220,1982-12-07,US,3,UNLV,2009-10,28,PHO
10,Leandro Barbosa,PG,6-3,194,1982-11-28,BR,6,,2009-10,28,PHO
55,Earl Clark,PF,6-10,225,1988-01-17,US,R,Louisville,2009-10,28,PHO
20,Jarron Collins,C,6-11,255,1978-12-02,US,8,Stanford,2009-10,28,PHO
2,Goran DragiÄ‡,PG,6-3,190,1986-05-06,SI,1,,2009-10,28,PHO
3,Jared Dudley,SF,6-6,237,1985-07-10,US,2,Boston College,2009-10,28,PHO
8,Channing Frye,C,7-0,255,1983-05-17,US,4,Arizona,2009-10,28,PHO
32,Taylor Griffin,SF,6-7,238,1986-04-18,US,R,Oklahoma,2009-10,28,PHO
33,Grant Hill,SF,6-8,225,1972-10-05,US,14,Duke,2009-10,28,PHO
21,Dwayne Jones,PF,6-11,250,1983-06-09,US,4,Saint Joseph's,2009-10,28,PHO
15,Robin Lopez,C,7-0,275,1988-04-01,US,1,Stanford,2009-10,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,13,Santa Clara,2009-10,28,PHO
23,Jason Richardson,SG,6-6,220,1981-01-20,US,8,Michigan State,2009-10,28,PHO
1,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,7,,2009-10,28,PHO
29,Alando Tucker,SF,6-6,205,1984-02-11,US,2,Wisconsin,2009-10,28,PHO
30,Earl Barron,C,7-0,250,1981-08-14,US,4,Memphis,2010-11,28,PHO
0,Aaron Brooks,PG,6-0,161,1985-01-14,US,3,Oregon,2010-11,28,PHO
25,Vince Carter,SG,6-6,220,1977-01-26,US,12,UNC,2010-11,28,PHO
1,Josh Childress,SG,6-8,210,1983-06-20,US,4,Stanford,2010-11,28,PHO
55,Earl Clark,SF,6-10,225,1988-01-17,US,1,Louisville,2010-11,28,PHO
22,Zabian Dowdell,PG,6-3,191,1984-09-10,US,R,Virginia Tech,2010-11,28,PHO
2,Goran DragiÄ‡,PG,6-3,190,1986-05-06,SI,2,,2010-11,28,PHO
3,Jared Dudley,SF,6-6,237,1985-07-10,US,3,Boston College,2010-11,28,PHO
8,Channing Frye,PF,7-0,255,1983-05-17,US,5,Arizona,2010-11,28,PHO
4,Marcin Gortat,C,6-11,240,1984-02-17,PL,3,,2010-11,28,PHO
33,Grant Hill,SF,6-8,225,1972-10-05,US,15,Duke,2010-11,28,PHO
31,Gani Lawal,PF,6-9,234,1988-11-07,US,R,Georgia Tech,2010-11,28,PHO
15,Robin Lopez,C,7-0,275,1988-04-01,US,2,Stanford,2010-11,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,14,Santa Clara,2010-11,28,PHO
12,MickaÃ«l PiÃ©trus,SG,6-6,215,1982-02-07,GP,7,,2010-11,28,PHO
23,Jason Richardson,SG,6-6,220,1981-01-20,US,9,Michigan State,2010-11,28,PHO
20,Garret Siler,C,6-11,305,1986-10-25,US,R,Augusta State University,2010-11,28,PHO
19,Hedo TÃ¼rkoÄŸlu,PF,6-10,220,1979-03-19,TR,10,,2010-11,28,PHO
21,Hakim Warrick,PF,6-9,219,1982-07-08,US,5,Syracuse,2010-11,28,PHO
26,Shannon Brown,SG,6-4,205,1985-11-29,US,5,Michigan State,2011-12,28,PHO
1,Josh Childress,SF,6-8,210,1983-06-20,US,5,Stanford,2011-12,28,PHO
3,Jared Dudley,SG,6-6,237,1985-07-10,US,4,Boston College,2011-12,28,PHO
8,Channing Frye,PF,7-0,255,1983-05-17,US,6,Arizona,2011-12,28,PHO
4,Marcin Gortat,C,6-11,240,1984-02-17,PL,4,,2011-12,28,PHO
33,Grant Hill,SF,6-8,225,1972-10-05,US,16,Duke,2011-12,28,PHO
15,Robin Lopez,C,7-0,275,1988-04-01,US,3,Stanford,2011-12,28,PHO
11,Markieff Morris,PF,6-8,245,1989-09-02,US,R,Kansas,2011-12,28,PHO
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,15,Santa Clara,2011-12,28,PHO
2,Ronnie Price,PG,6-2,190,1983-06-21,US,6,"Nicholls State University, Utah Valley State College",2011-12,28,PHO
22,Michael Redd,SG,6-6,220,1979-08-24,US,11,Ohio State,2011-12,28,PHO
31,Sebastian Telfair,PG,6-0,165,1985-06-09,US,7,,2011-12,28,PHO
21,Hakim Warrick,PF,6-9,219,1982-07-08,US,6,Syracuse,2011-12,28,PHO
0,Michael Beasley,SF,6-9,235,1989-01-09,US,4,Kansas State,2012-13,28,PHO
26,Shannon Brown,SG,6-4,205,1985-11-29,US,6,Michigan State,2012-13,28,PHO
1,Goran DragiÄ‡,PG,6-3,190,1986-05-06,SI,4,,2012-13,28,PHO
3,Jared Dudley,SF,6-6,237,1985-07-10,US,5,Boston College,2012-13,28,PHO
10,Diante Garrett,PG,6-4,190,1988-11-03,US,R,Iowa State,2012-13,28,PHO
4,Marcin Gortat,C,6-11,240,1984-02-17,PL,5,,2012-13,28,PHO
98,Hamed Haddadi,C,7-2,254,1985-05-19,IR,4,,2012-13,28,PHO
2,Wesley Johnson,SF,6-7,215,1987-07-11,US,2,"Iowa State, Syracuse",2012-13,28,PHO
12,Kendall Marshall,PG,6-4,200,1991-08-19,US,R,UNC,2012-13,28,PHO
15,Marcus Morris,SF,6-8,235,1989-09-02,US,1,Kansas,2012-13,28,PHO
11,Markieff Morris,PF,6-8,245,1989-09-02,US,1,Kansas,2012-13,28,PHO
20,Jermaine O'Neal,C,6-11,226,1978-10-13,US,16,,2012-13,28,PHO
14,Luis Scola,PF,6-9,240,1980-04-30,AR,5,,2012-13,28,PHO
31,Sebastian Telfair,PG,6-0,165,1985-06-09,US,8,,2012-13,28,PHO
17,P.J. Tucker,SG,6-5,245,1985-05-05,US,1,Texas,2012-13,28,PHO
40,Luke Zeller,C,6-11,245,1987-04-07,US,R,Notre Dame,2012-13,28,PHO
10,Leandro Barbosa,PG,6-3,194,1982-11-28,BR,10,,2013-14,28,PHO
2,Eric Bledsoe,PG,6-1,205,1989-12-09,US,3,Kentucky,2013-14,28,PHO
25,Dionte Christmas,SF,6-5,205,1986-09-15,US,R,Temple,2013-14,28,PHO
1,Goran DragiÄ‡,SG,6-3,190,1986-05-06,SI,5,,2013-14,28,PHO
8,Channing Frye,PF,7-0,255,1983-05-17,US,7,Arizona,2013-14,28,PHO
20,Archie Goodwin,SG,6-5,200,1994-08-17,US,R,Kentucky,2013-14,28,PHO
14,Gerald Green,SG,6-6,205,1986-01-26,US,6,,2013-14,28,PHO
55,Viacheslav Kravtsov,C,7-0,260,1987-08-25,UA,1,,2013-14,28,PHO
21,Alex Len,C,7-0,250,1993-06-16,UA,R,Maryland,2013-14,28,PHO
15,Marcus Morris,SF,6-8,235,1989-09-02,US,2,Kansas,2013-14,28,PHO
11,Markieff Morris,PF,6-8,245,1989-09-02,US,2,Kansas,2013-14,28,PHO
22,Miles Plumlee,C,6-11,249,1988-09-01,US,1,Duke,2013-14,28,PHO
43,Shavlik Randolph,PF,6-10,240,1983-11-24,US,6,Duke,2013-14,28,PHO
3,Ish Smith,PG,6-0,175,1988-07-05,US,3,Wake Forest,2013-14,28,PHO
17,P.J. Tucker,SF,6-5,245,1985-05-05,US,2,Texas,2013-14,28,PHO
30,Earl Barron,C,7-0,250,1981-08-14,US,7,Memphis,2014-15,28,PHO
2,Eric Bledsoe,PG,6-1,205,1989-12-09,US,4,Kentucky,2014-15,28,PHO
25,Reggie Bullock,SF,6-6,200,1991-03-16,US,1,UNC,2014-15,28,PHO
10,Seth Curry,PG,6-2,185,1990-08-23,US,1,"Liberty, Duke",2014-15,28,PHO
1,Goran DragiÄ‡,SG,6-3,190,1986-05-06,SI,6,,2014-15,28,PHO
10,Zoran DragiÄ‡,SG,6-5,200,1989-06-22,SI,R,,2014-15,28,PHO
4,Tyler Ennis,PG,6-3,194,1994-08-24,CA,R,Syracuse,2014-15,28,PHO
20,Archie Goodwin,SG,6-5,200,1994-08-17,US,1,Kentucky,2014-15,28,PHO
14,Gerald Green,SG,6-6,205,1986-01-26,US,7,,2014-15,28,PHO
3,Brandon Knight,SG,6-2,195,1991-12-02,US,3,Kentucky,2014-15,28,PHO
21,Alex Len,C,7-0,250,1993-06-16,UA,1,Maryland,2014-15,28,PHO
8,Jerel McNeal,PG,6-3,200,1987-06-01,US,R,Marquette,2014-15,28,PHO
15,Marcus Morris,PF,6-8,235,1989-09-02,US,3,Kansas,2014-15,28,PHO
11,Markieff Morris,PF,6-8,245,1989-09-02,US,3,Kansas,2014-15,28,PHO
22,Miles Plumlee,C,6-11,249,1988-09-01,US,2,Duke,2014-15,28,PHO
1,A.J. Price,PG,6-2,181,1986-10-07,US,5,UConn,2014-15,28,PHO
43,Shavlik Randolph,PF,6-10,240,1983-11-24,US,7,Duke,2014-15,28,PHO
3,Isaiah Thomas,PG,5-9,185,1989-02-07,US,3,Washington,2014-15,28,PHO
23,Marcus Thornton,SG,6-4,205,1987-06-05,US,5,LSU,2014-15,28,PHO
40,Anthony Tolliver,PF,6-8,240,1985-06-01,US,6,Creighton,2014-15,28,PHO
17,P.J. Tucker,SF,6-5,245,1985-05-05,US,3,Texas,2014-15,28,PHO
12,T.J. Warren,SF,6-8,215,1993-09-05,US,R,NC State,2014-15,28,PHO
32,Brandan Wright,PF,6-10,210,1987-10-05,US,6,UNC,2014-15,28,PHO
2,Eric Bledsoe,PG,6-1,205,1989-12-09,US,5,Kentucky,2015-16,28,PHO
1,Devin Booker,SG,6-5,210,1996-10-30,US,R,Kentucky,2015-16,28,PHO
41,Lorenzo Brown,PG,6-5,189,1990-08-26,US,2,NC State,2015-16,28,PHO
10,Chase Budinger,SF,6-7,209,1988-05-22,US,6,Arizona,2015-16,28,PHO
4,Tyson Chandler,C,7-0,240,1982-10-02,US,14,,2015-16,28,PHO
8,Bryce Cotton,PG,6-1,165,1992-08-11,US,1,Providence,2015-16,28,PHO
20,Archie Goodwin,PG,6-5,200,1994-08-17,US,2,Kentucky,2015-16,28,PHO
43,Kris Humphries,PF,6-9,235,1985-02-06,US,11,Minnesota,2015-16,28,PHO
55,Cory Jefferson,PF,6-9,218,1990-12-26,US,1,Baylor,2015-16,28,PHO
23,John Jenkins,SG,6-4,215,1991-03-06,US,3,Vanderbilt,2015-16,28,PHO
0,Orlando Johnson,SG,6-5,220,1989-03-11,US,2,"Loyola Marymount University, UC Santa Barbara",2015-16,28,PHO
3,Brandon Knight,SG,6-2,195,1991-12-02,US,4,Kentucky,2015-16,28,PHO
21,Alex Len,C,7-0,250,1993-06-16,UA,2,Maryland,2015-16,28,PHO
30,Jon Leuer,PF,6-10,228,1989-05-14,US,4,Wisconsin,2015-16,28,PHO
52,Jordan McRae,PG,6-5,179,1991-03-28,US,R,Tennessee,2015-16,28,PHO
11,Markieff Morris,PF,6-8,245,1989-09-02,US,4,Kansas,2015-16,28,PHO
25,Phil Pressey,PG,5-11,175,1991-02-17,US,2,Missouri,2015-16,28,PHO
14,Ronnie Price,PG,6-2,190,1983-06-21,US,10,"Nicholls State University, Utah Valley State College",2015-16,28,PHO
35,Mirza TeletoviÄ‡,PF,6-9,242,1985-09-18,BA,3,,2015-16,28,PHO
17,P.J. Tucker,SF,6-5,245,1985-05-05,US,4,Texas,2015-16,28,PHO
12,T.J. Warren,SF,6-8,215,1993-09-05,US,1,NC State,2015-16,28,PHO
10,Sonny Weems,SG,6-6,205,1986-07-08,US,3,Arkansas,2015-16,28,PHO
15,Alan Williams,PF,6-8,265,1993-01-28,US,R,UC Santa Barbara,2015-16,28,PHO
19,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,13,,2016-17,28,PHO
35,Dragan Bender,PF,7-0,225,1997-11-17,BA,R,,2016-17,28,PHO
2,Eric Bledsoe,PG,6-1,205,1989-12-09,US,6,Kentucky,2016-17,28,PHO
1,Devin Booker,SG,6-5,210,1996-10-30,US,1,Kentucky,2016-17,28,PHO
4,Tyson Chandler,C,7-0,240,1982-10-02,US,15,,2016-17,28,PHO
0,Marquese Chriss,PF,6-9,240,1997-07-02,US,R,Washington,2016-17,28,PHO
3,Jared Dudley,PF,6-6,237,1985-07-10,US,9,Boston College,2016-17,28,PHO
31,Jarell Eddie,SF,6-7,218,1991-10-30,US,1,Virginia Tech,2016-17,28,PHO
23,John Jenkins,SG,6-4,215,1991-03-06,US,4,Vanderbilt,2016-17,28,PHO
10,Derrick Jones,SF,6-6,210,1997-02-15,US,R,UNLV,2016-17,28,PHO
11,Brandon Knight,SG,6-2,195,1991-12-02,US,5,Kentucky,2016-17,28,PHO
21,Alex Len,C,7-0,250,1993-06-16,UA,3,Maryland,2016-17,28,PHO
22,Elijah Millsap,SG,6-6,225,1987-08-12,US,2,"LA-Lafayette, University of Alabama at Birmingham",2016-17,28,PHO
14,Ronnie Price,PG,6-2,190,1983-06-21,US,11,"Nicholls State University, Utah Valley State College",2016-17,28,PHO
17,P.J. Tucker,SF,6-5,245,1985-05-05,US,5,Texas,2016-17,28,PHO
8,Tyler Ulis,PG,5-10,160,1996-01-05,US,R,Kentucky,2016-17,28,PHO
12,T.J. Warren,SF,6-8,215,1993-09-05,US,2,NC State,2016-17,28,PHO
15,Alan Williams,C,6-8,265,1993-01-28,US,1,UC Santa Barbara,2016-17,28,PHO
35,Dragan Bender,PF,7-0,225,1997-11-17,BA,1,,2017-18,28,PHO
2,Eric Bledsoe,PG,6-1,205,1989-12-09,US,7,Kentucky,2017-18,28,PHO
1,Devin Booker,SG,6-5,210,1996-10-30,US,2,Kentucky,2017-18,28,PHO
2,Isaiah Canaan,PG,6-0,201,1991-05-21,US,4,Murray State,2017-18,28,PHO
4,Tyson Chandler,C,7-0,240,1982-10-02,US,16,,2017-18,28,PHO
0,Marquese Chriss,PF,6-9,240,1997-07-02,US,1,Washington,2017-18,28,PHO
30,Troy Daniels,SG,6-4,205,1991-07-15,US,4,Virginia Commonwealth,2017-18,28,PHO
3,Jared Dudley,PF,6-6,237,1985-07-10,US,10,Boston College,2017-18,28,PHO
14,Josh Gray,PG,6-0,180,1993-09-09,US,R,LSU,2017-18,28,PHO
10,Shaquille Harrison,PG,6-7,190,1993-10-06,US,R,Tulsa,2017-18,28,PHO
23,Danuel House,SG,6-6,215,1993-06-07,US,1,Texas A&M,2017-18,28,PHO
20,Josh Jackson,SF,6-8,207,1997-02-10,US,R,Kansas,2017-18,28,PHO
55,Mike James,PG,6-1,189,1990-08-18,US,R,Lamar University,2017-18,28,PHO
10,Derrick Jones,SF,6-6,210,1997-02-15,US,1,UNLV,2017-18,28,PHO
21,Alex Len,C,7-0,250,1993-06-16,UA,4,Maryland,2017-18,28,PHO
14,Greg Monroe,C,6-11,265,1990-06-04,US,7,Georgetown,2017-18,28,PHO
2,Elfrid Payton,PG,6-3,185,1994-02-22,US,3,LA-Lafayette,2017-18,28,PHO
25,Alec Peters,PF,6-9,232,1995-04-13,US,R,Valparaiso,2017-18,28,PHO
32,Davon Reed,SG,6-5,208,1995-06-11,US,R,Miami (FL),2017-18,28,PHO
8,Tyler Ulis,PG,5-10,160,1996-01-05,US,1,Kentucky,2017-18,28,PHO
12,T.J. Warren,SF,6-8,215,1993-09-05,US,3,NC State,2017-18,28,PHO
15,Alan Williams,PF,6-8,265,1993-01-28,US,2,UC Santa Barbara,2017-18,28,PHO
4,Quincy Acy,PF,6-7,240,1990-10-06,US,6,Baylor,2018-19,28,PHO
15,Ryan Anderson,PF,6-9,240,1988-05-06,US,10,California,2018-19,28,PHO
3,Trevor Ariza,SF,6-8,215,1985-06-30,US,14,UCLA,2018-19,28,PHO
22,Deandre Ayton,C,6-11,250,1998-07-23,BS,R,Arizona,2018-19,28,PHO
35,Dragan Bender,PF,7-0,225,1997-11-17,BA,2,,2018-19,28,PHO
1,Devin Booker,SG,6-5,210,1996-10-30,US,3,Kentucky,2018-19,28,PHO
25,Mikal Bridges,SF,6-6,210,1996-08-30,US,R,Villanova,2018-19,28,PHO
0,Isaiah Canaan,PG,6-0,201,1991-05-21,US,5,Murray State,2018-19,28,PHO
4,Tyson Chandler,C,7-0,240,1982-10-02,US,17,,2018-19,28,PHO
11,Jamal Crawford,SG,6-5,185,1980-03-20,US,18,Michigan,2018-19,28,PHO
